Id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Link_receta|Num_comentarios|Num_reviews|Fecha_modificacion|Ingredientes|parse_rate|total_ingredients|parsed_ingredients
27542|Recetas de Pasta|Receta de pasta con tomate, alcaparras, aceitunas y anchoas|3.5|||||https://www.recetasgratis.net/receta-de-pasta-con-tomate-alcaparras-aceitunas-y-anchoas-27542.html|1|5||300 g de espaguetis sin huevo,500 g de salsa de tomate,15 g de alcaparras,250 g de aceitunas negras,50 g de anchoas en semiconserva,1 cucharadita de orégano,aceite de oliva,sal|1.0|8.0|8.0
55631|Recetas de Verduras|Receta de rollitos de primavera estilo thai|5.0|media|5.0|30m|Entrante|https://www.recetasgratis.net/receta-de-rollitos-de-primavera-estilo-thai-55631.html|3|5|2016-10-18|1 paquete de papel de arroz,1 paquete de espaguetis de arroz,1 manojo de espinacas frescas,1 unidad de mango,1 unidad de zanahoria grande,1 manojo de albahaca|1.0|6.0|6.0
