,Recipe_id,Total_Grams,Num_comensales,Categoria
1897,28286,799.0,,Recetas de Carne
1898,28287,1052.0,,Recetas de Carne
1899,28288,1510.0,,Recetas de Aves y caza
1900,28300,2187.5,,Recetas de Carne
1901,28311,1109.0,,Recetas de Carne
1902,28317,1502.0,,Recetas de Carne
1903,28318,1627.0,,Recetas de Carne
1904,28319,1032.0,,Recetas de Carne
1905,28333,1837.0,,Recetas de Carne
1906,28335,873.0,,Recetas de Arroces y cereales
1907,28342,6322.0,,Recetas de Aperitivos y tapas
1908,28344,2684.5,,Recetas de Carne
1909,28345,833.0,,Recetas de Carne
1910,28349,1212.0,,Recetas de Carne
1911,28356,3343.0,,Recetas de Carne
1912,28371,459.5,,Recetas de Aves y caza
1913,28378,825.0,,Recetas de Carne
1914,28389,962.0,,Recetas de Sopas y cremas
1915,28394,2144.0,,Recetas de Sopas y cremas
1916,28395,1023.0,,Recetas de Sopas y cremas
1917,28399,1222.0,,Recetas de Arroces y cereales
1918,28405,2637.0,,Recetas de Sopas y cremas
1919,28410,1108.0,,Recetas de Sopas y cremas
1920,28416,2112.0,,Recetas de Sopas y cremas
1921,28424,1325.0,,Recetas de Sopas y cremas
1922,28426,607.75,,Recetas de Sopas y cremas
1923,28439,1017.75,,Recetas de Sopas y cremas
1924,28443,1387.0,,Recetas de Verduras
1925,28449,921.0,,Recetas de Sopas y cremas
1926,28460,1202.0,,Recetas de Arroces y cereales
1927,28461,1199.0,,Recetas de Sopas y cremas
1928,28488,1050.0,,Recetas de Verduras
1929,28513,622.25,,Recetas de Verduras
1930,28520,4809.0,,Recetas de Arroces y cereales
1931,28524,1156.0,,Recetas de Postres
1932,28526,318.0,,Recetas de Arroces y cereales
1933,28527,361.0,,Recetas de Verduras
1934,28530,1045.0,,Recetas de Verduras
1935,28533,2030.0,,Recetas de Verduras
1936,28536,1266.0,,Recetas de Pescado
1937,28542,1496.0,,Recetas de Carne
1938,28543,1084.0,,Recetas de Mariscos
1939,28548,1397.0,,Recetas de Verduras
1940,28550,899.5,,Recetas de Sopas y cremas
1941,28558,834.0,,Recetas de Aperitivos y tapas
1942,28565,1822.0,,Recetas de Huevos y lácteos
1943,28568,476.0,,Recetas de Verduras
1944,28573,2324.5,,Recetas de Aperitivos y tapas
1945,28581,2534.0,,Recetas de Verduras
1946,28585,919.5,,Recetas de Verduras
1947,28586,1852.0,,Recetas de Aperitivos y tapas
1948,28589,1711.0,,Recetas de Aperitivos y tapas
1949,28594,3136.0,,Recetas de Aperitivos y tapas
1950,28596,1656.0,,Recetas de Verduras
1951,28604,298.0,,Cócteles y bebidas
1952,28625,1402.0,,Recetas de Aperitivos y tapas
1953,28628,692.0,,Recetas de Verduras
1954,28634,1013.0,,Recetas de Arroces y cereales
1955,28640,910.0,,Recetas de Pescado
1956,28656,1395.0,,Recetas de Verduras
1957,28657,548.0,,Recetas de Verduras
1958,28660,848.0,,Recetas de Verduras
1959,28667,803.0,,Recetas de Arroces y cereales
1960,28671,711.0,,Recetas de Salsas
1961,28672,330.0,,Recetas de Salsas
1962,28685,709.0,,Recetas de Huevos y lácteos
1963,28687,1327.0,,Recetas de Huevos y lácteos
1964,28701,742.0,,Recetas de Huevos y lácteos
1965,28702,894.0,,Recetas de Huevos y lácteos
1966,28705,1095.0,,Recetas de Huevos y lácteos
1967,28707,1591.0,,Recetas de Aperitivos y tapas
1968,28709,2153.0,,Recetas de Huevos y lácteos
1969,28714,823.0,,Recetas de Huevos y lácteos
1970,28717,620.0,,Recetas de Huevos y lácteos
1971,28721,1226.0,,Recetas de Huevos y lácteos
1972,28723,1871.0,,Recetas de Huevos y lácteos
1973,28724,2059.5,,Recetas de Huevos y lácteos
1974,28731,1170.5,,Recetas de Huevos y lácteos
1975,28735,254.0,,Recetas de Arroces y cereales
1976,28743,848.0,,Recetas de Arroces y cereales
1977,28745,1778.0,,Recetas de Guisos y Potajes
1978,28747,977.0,,Recetas de Legumbres
1979,28751,1144.0,,Recetas de Legumbres
1980,28752,1553.0,,Recetas de Arroces y cereales
1981,28753,681.0,,Recetas de Legumbres
1982,28757,1332.5,,Recetas de Legumbres
1983,28760,1352.5,,Recetas de Legumbres
1984,28761,2351.0,,Recetas de Verduras
1985,28764,1356.0,,Recetas de Legumbres
1986,28768,1150.0,,Recetas de Verduras
1987,28774,582.5,,Recetas de Legumbres
1988,28786,1033.5,,Recetas de Guisos y Potajes
1989,28789,3436.0,,Recetas de Legumbres
1990,28797,1120.0,,Recetas de Guisos y Potajes
1991,28798,1185.0,,Recetas de Mariscos
1992,28815,661.0,,Recetas de Legumbres
1993,28816,1664.0,,Recetas de Guisos y Potajes
1994,28819,585.5,,Recetas de Legumbres
1995,28821,1441.0,,Recetas de Legumbres
1996,28830,1167.0,,Recetas de Pasta
1997,28832,1832.0,,Recetas de Pasta
1998,28836,1739.0,,Recetas de Pasta
1999,28846,838.0,,Recetas de Pasta
2000,28856,498.0,,Recetas de Aves y caza
2001,28879,1134.0,,Recetas de Postres
2002,28894,772.0,,Recetas de Huevos y lácteos
2003,28895,1147.0,,Recetas de Postres
2004,28924,902.0,,Recetas de Carne
2005,28926,2030.0,,Recetas de Carne
2006,28939,115.0,,Recetas de Salsas
2007,28966,480.0,,Recetas de Pan y bollería
2008,28969,830.0,,Recetas de Aperitivos y tapas
2009,28992,1103.0,,Recetas de Postres
2010,29000,1346.0,,Recetas de Pescado
2011,29014,564.0,,Recetas de Mariscos
2012,29020,1122.25,,Recetas de Aves y caza
2013,29033,1165.0,,Recetas de Postres
2014,29064,1905.0,,Recetas de Pescado
2015,29105,1540.0,,Recetas de Mariscos
2016,29113,1227.0,,Recetas de Pescado
2017,29115,735.0,,Recetas de Aves y caza
2018,29116,2413.0,,Recetas de Aves y caza
2019,29123,1238.0,,Recetas de Aperitivos y tapas
2020,29139,986.0,,Recetas de Pescado
2021,29144,1693.0,,Recetas de Sopas y cremas
2022,29152,2451.0,,Recetas de Verduras
2023,29163,1646.0,,Recetas de Huevos y lácteos
2024,29177,3209.0,,Recetas de Mariscos
2025,29187,911.0,,Recetas de Carne
2026,29191,1721.0,,Recetas de Carne
2027,29203,2788.0,,Recetas de Verduras
2028,29208,1232.0,,Recetas de Legumbres
2029,29224,1809.5,,Recetas de Pescado
2030,29226,1873.5,,Recetas de Aves y caza
2031,29237,855.0,,Recetas de Postres
2032,29246,2205.0,,Recetas de Mariscos
2033,29263,903.5,,Recetas de Mariscos
2034,29273,1178.5,,Recetas de Pan y bollería
2035,29278,1935.5,,Recetas de Aperitivos y tapas
2036,29288,1351.0,,Recetas de Sopas y cremas
2037,29294,1918.0,,Recetas de Verduras
2038,29298,1739.0,,Recetas de Verduras
2039,29299,748.0,,Recetas de Huevos y lácteos
2040,29307,1142.0,,Recetas de Pescado
2041,29323,1320.0,,Recetas de Postres
2042,29325,520.0,,Recetas de Postres
2043,29356,1325.0,,Recetas de Sopas y cremas
2044,29381,1764.0,,Recetas de Arroces y cereales
2045,29389,2620.5,,Recetas de Mariscos
2046,29399,1229.0,,Recetas de Carne
2047,29423,1715.0,,Recetas de Pasta
2048,29434,938.0,,Recetas de Mariscos
2049,29467,1324.0,,Recetas de Guisos y Potajes
2050,29482,916.0,,Recetas de Carne
2051,29490,1819.5,,Recetas de Pan y bollería
2052,29525,329.0,,Recetas de Pescado
2053,29528,862.0,,Recetas de Pescado
2054,29549,2971.0,,Recetas de Postres
2055,29555,1403.0,,Recetas de Sopas y cremas
2056,29567,1140.0,,Recetas de Ensaladas
2057,29584,1374.0,,Recetas de Pescado
2058,29625,1131.0,,Recetas de Huevos y lácteos
2059,29673,1147.0,,Recetas de Verduras
2060,29685,2266.5,,Recetas de Mariscos
2061,29686,1320.0,,Recetas de Pescado
2062,29687,1986.0,,Recetas de Mariscos
2063,29723,2198.0,,Recetas de Pescado
2064,29790,1090.5,,Recetas de Legumbres
2065,29809,1431.0030000000002,,Recetas de Pescado
2066,29812,1329.5,,Recetas de Pescado
2067,29818,1498.5,,Recetas de Carne
2068,29822,1282.0,,Recetas de Pan y bollería
2069,29827,732.0,,Recetas de Huevos y lácteos
2070,29837,838.0,,Recetas de Sopas y cremas
2071,29839,1792.0,,Recetas de Aperitivos y tapas
2072,29843,1164.0,,Recetas de Huevos y lácteos
2073,29849,1859.0,,Recetas de Pescado
2074,29853,1175.5,,Recetas de Mariscos
2075,29893,1306.5,,Recetas de Pescado
2076,29905,780.0,,Recetas de Aves y caza
2077,29917,1341.0,,Recetas de Verduras
2078,29964,1839.5,,Recetas de Sopas y cremas
2079,29977,486.0,,Recetas de Pescado
2080,29978,2182.0,,Recetas de Pescado
2081,29984,2027.0,,Recetas de Mariscos
2082,29989,1090.0,,Recetas de Aves y caza
2083,29992,1261.0,,Recetas de Postres
2084,30010,1034.0,,Recetas de Pescado
2085,30030,790.0,,Recetas de Aperitivos y tapas
2086,30035,1117.5,,Recetas de Mariscos
2087,30060,1075.0,,Recetas de Postres
2088,30071,956.0,,Recetas de Sopas y cremas
2089,30074,737.0,,Recetas de Aperitivos y tapas
2090,30080,1192.0,,Recetas de Huevos y lácteos
2091,30081,1342.0,,Recetas de Verduras
2092,30084,1361.5,,Recetas de Guisos y Potajes
2093,30101,1393.0,,Recetas de Aves y caza
2094,30112,698.0,,Recetas de Pan y bollería
2095,30135,513.5,,Recetas de Pescado
2096,30138,1772.0,,Recetas de Pescado
2097,30167,2623.0,,Recetas de Verduras
2098,30173,1510.0,,Recetas de Pescado
2099,30179,3874.0,,Recetas de Aves y caza
2100,30184,377.0,,Recetas de Postres
2101,30187,820.0,,Recetas de Postres
2102,30188,1401.0,,Recetas de Pescado
2103,30189,2171.0,,Recetas de Postres
2104,30243,1118.0,,Recetas de Aves y caza
2105,30256,1027.0,,Recetas de Mariscos
2106,30258,1252.0,,Recetas de Pescado
2107,30262,581.0,,Recetas de Mariscos
2108,30321,1721.0,,Recetas de Huevos y lácteos
2109,30331,1485.0,,Recetas de Arroces y cereales
2110,30345,701.5,,Recetas de Postres
2111,30348,2459.0,,Recetas de Postres
2112,30349,496.0,,Recetas de Postres
2113,30352,676.5,,Recetas de Postres
2114,30365,500.0,,Recetas de Pan y bollería
2115,30373,585.0,,Recetas de Pan y bollería
2116,30376,700.0,,Recetas de Postres
2117,30380,397.0,,Recetas de Postres
2118,30392,470.0,,Recetas de Postres
2119,30395,275.0,,Recetas de Postres
2120,30402,606.0,,Recetas de Pan y bollería
2121,30406,830.0,,Recetas de Postres
2122,30408,762.0,,Recetas de Postres
2123,30410,565.0,,Recetas de Postres
2124,30412,370.0,,Recetas de Postres
2125,30414,1601.0,,Recetas de Postres
2126,30415,535.5,,Recetas de Postres
2127,30416,1107.0,,Recetas de Postres
2128,30420,2911.0,,Recetas de Postres
2129,30422,1032.0,,Recetas de Postres
2130,30435,1963.0,,Recetas de Postres
2131,30437,1136.0,,Recetas de Postres
2132,30441,820.0,,Recetas de Postres
2133,30445,778.0,,Recetas de Postres
2134,30450,848.0,,Recetas de Postres
2135,30453,1530.0,,Recetas de Postres
2136,30455,1700.0,,Recetas de Postres
2137,30458,822.0,,Recetas de Postres
2138,30462,1151.5,,Recetas de Postres
2139,30463,1500.0,,Recetas de Postres
2140,30467,1385.0,,Recetas de Huevos y lácteos
2141,30470,591.0,,Recetas de Postres
2142,30475,1025.0,,Recetas de Pan y bollería
2143,30476,1278.0,,Recetas de Pan y bollería
2144,30478,1060.0,,Recetas de Pan y bollería
2145,30480,923.0,,Recetas de Pan y bollería
2146,30482,630.0,,Recetas de Postres
2147,30484,1748.0,,Recetas de Postres
2148,30486,900.0,,Recetas de Postres
2149,30496,1556.0,,Recetas de Postres
2150,30497,1343.0,,Recetas de Postres
2151,30498,850.0,,Recetas de Postres
2152,30499,880.0,,Recetas de Postres
2153,30507,643.0,,Recetas de Postres
2154,30513,420.5,,Recetas de Pan y bollería
2155,30516,565.0,,Recetas de Postres
2156,30517,825.0,,Recetas de Pan y bollería
2157,30518,951.0,,Recetas de Postres
2158,30522,862.0,,Recetas de Postres
2159,30524,1162.0,,Recetas de Pan y bollería
2160,30530,1190.75,,Recetas de Postres
2161,30532,1661.0,,Recetas de Postres
2162,30535,1594.0,,Recetas de Postres
2163,30537,1112.0,,Recetas de Postres
2164,30541,1455.0,,Recetas de Postres
2165,30543,1270.0,,Recetas de Postres
2166,30544,2121.0,,Recetas de Huevos y lácteos
2167,30545,1122.0,,Recetas de Postres
2168,30550,2397.0,,Recetas de Postres
2169,30552,844.0,,Recetas de Postres
2170,30554,400.0,,Recetas de Postres
2171,30555,615.0,,Recetas de Postres
2172,30558,1242.0,,Recetas de Postres
2173,30559,1604.0,,Recetas de Postres
2174,30562,1040.0,,Recetas de Postres
2175,30563,1848.0,,Recetas de Postres
2176,30564,1187.0,,Recetas de Postres
2177,30565,1367.0,,Recetas de Postres
2178,30567,1029.0,,Recetas de Postres
2179,30568,1504.5,,Recetas de Postres
2180,30573,1875.0,,Recetas de Postres
2181,30580,1013.0,,Recetas de Postres
2182,30586,577.0,,Recetas de Postres
2183,30588,1207.0,,Recetas de Postres
2184,30590,852.0,,Recetas de Postres
2185,30605,1280.0,,Recetas de Postres
2186,30608,1575.0,,Recetas de Postres
2187,30621,855.0,,Recetas de Postres
2188,30637,1820.0,,Recetas de Postres
2189,30645,437.0,,Recetas de Aperitivos y tapas
2190,30651,997.0,,Recetas de Aperitivos y tapas
2191,30653,2022.0,,Recetas de Aperitivos y tapas
2192,30654,790.0,,Recetas de Pescado
2193,30666,1433.0,,Recetas de Aperitivos y tapas
2194,30670,650.0,,Recetas de Aperitivos y tapas
2195,30672,574.0,,Recetas de Ensaladas
2196,30677,1409.5,,Recetas de Aperitivos y tapas
2197,30682,507.0,,Recetas de Pan y bollería
2198,30695,1908.0,,Recetas de Aperitivos y tapas
2199,30697,627.0,,Recetas de Aperitivos y tapas
2200,30699,331.5,,Recetas de Aperitivos y tapas
2201,30701,2574.0,,Recetas de Aperitivos y tapas
2202,30702,530.0,,Recetas de Aperitivos y tapas
2203,30703,1306.0,,Recetas de Aperitivos y tapas
2204,30711,1209.0,,Recetas de Aperitivos y tapas
2205,30712,340.5,,Recetas de Aperitivos y tapas
2206,30715,282.5,,Recetas de Aperitivos y tapas
2207,30717,705.0,,Recetas de Carne
2208,30718,1250.5,,Recetas de Aperitivos y tapas
2209,30721,1321.0,,Recetas de Aperitivos y tapas
2210,30726,1102.0,,Recetas de Aperitivos y tapas
2211,30752,1300.0,,Recetas de Huevos y lácteos
2212,30755,1321.0,,Recetas de Sopas y cremas
2213,30756,851.0,,Recetas de Ensaladas
2214,30758,2014.0,,Recetas de Aperitivos y tapas
2215,30773,689.0,,Recetas de Aperitivos y tapas
2216,30791,63.0,,Recetas de Salsas
2217,30802,636.0,,Recetas de Salsas
2218,30803,687.0,,Recetas de Salsas
2219,30806,607.0,,Recetas de Salsas
2220,30809,1187.0,,Recetas de Salsas
2221,30815,876.0,,Recetas de Verduras
2222,30817,1601.0,,Recetas de Verduras
2223,30819,732.0,,Recetas de Salsas
2224,30820,754.0,,Recetas de Salsas
2225,30827,731.0,,Recetas de Salsas
2226,30829,1741.0,,Recetas de Salsas
2227,30838,567.0,,Recetas de Salsas
2228,30840,237.0,,Recetas de Salsas
2229,30844,372.5,,Recetas de Salsas
2230,30848,413.5,,Recetas de Salsas
2231,30849,187.0,,Recetas de Salsas
2232,30874,1661.0,,Recetas de Sopas y cremas
2233,30890,1351.0,,Recetas de Sopas y cremas
2234,30896,1031.0,,Recetas de Sopas y cremas
2235,30908,1191.0,,Recetas de Verduras
2236,30912,1751.5,,Recetas de Sopas y cremas
2237,30914,1950.0,,Recetas de Sopas y cremas
2238,30918,2077.0,,Recetas de Sopas y cremas
2239,30926,1541.0,,Recetas de Sopas y cremas
2240,30929,1341.0,,Recetas de Legumbres
2241,30931,1052.0,,Recetas de Verduras
2242,30941,1933.0,,Recetas de Verduras
2243,30942,1789.5,,Recetas de Verduras
2244,30949,2971.0,,Recetas de Pasta
2245,30954,1430.0,,Recetas de Sopas y cremas
2246,30958,1364.5,,Recetas de Ensaladas
2247,30990,477.0,,Recetas de Huevos y lácteos
2248,30993,581.0,,Recetas de Pasta
2249,30995,1709.5,,Recetas de Legumbres
2250,30999,1137.0,,Recetas de Carne
2251,31007,1046.0,,Recetas de Verduras
2252,31023,1361.5,,Recetas de Legumbres
2253,31024,1674.0,,Recetas de Guisos y Potajes
2254,31028,1111.0,,Recetas de Huevos y lácteos
2255,31041,1080.0,,Recetas de Mariscos
2256,31043,1138.0,,Recetas de Pescado
2257,31046,1604.0,,Recetas de Mariscos
2258,31047,1757.0,,Recetas de Mariscos
2259,31056,1164.0,,Recetas de Pescado
2260,31064,927.0,,Recetas de Pescado
2261,31076,921.0,,Recetas de Pescado
2262,31078,2395.5,,Recetas de Pescado
2263,31106,2170.3,,Recetas de Verduras
2264,31114,1473.0,,Recetas de Aperitivos y tapas
2265,31116,1339.0,,Recetas de Aves y caza
2266,31117,1438.0,,Recetas de Aves y caza
2267,31125,1806.5,,Recetas de Aves y caza
2268,31138,757.0,,Recetas de Aperitivos y tapas
2269,31155,1070.0,,Cócteles y bebidas
2270,31162,526.0,,Recetas de Postres
2271,31178,1052.0,,Recetas de Verduras
2272,31180,1061.0,,Recetas de Verduras
2273,31185,2340.0,,Recetas de Mariscos
2274,31206,352.0,,Recetas de Pescado
2275,31208,1485.0,,Recetas de Aperitivos y tapas
2276,31239,1652.0,,Recetas de Postres
2277,31250,695.0,,Recetas de Pescado
2278,31259,490.0,,Recetas de Huevos y lácteos
2279,31268,1760.5,,Recetas de Verduras
2280,31271,88.0,,Recetas de Salsas
2281,31272,2537.5,,Recetas de Pescado
2282,31280,622.0,,Cócteles y bebidas
2283,31295,1342.0,,Recetas de Sopas y cremas
2284,31306,1784.0,,Recetas de Postres
2285,31315,165.0,,Recetas de Pescado
2286,31319,331.0,,Recetas de Pescado
2287,31350,1309.5,,Recetas de Legumbres
2288,31355,641.0,,Recetas de Mariscos
2289,31363,391.0,,Recetas de Aves y caza
2290,31364,1414.0,,Recetas de Verduras
2291,31365,716.0,,Recetas de Mariscos
2292,31371,1283.0,,Recetas de Aperitivos y tapas
2293,31376,4501.0,,Recetas de Aperitivos y tapas
2294,31407,2787.0,,Recetas de Pescado
2295,31408,431.0,,Recetas de Pescado
2296,31410,405.0,,Recetas de Pescado
2297,31412,1325.503,,Recetas de Pan y bollería
2298,31442,1275.5,,Recetas de Salsas
2299,31451,960.0,,Recetas de Ensaladas
2300,31452,272.0,,Recetas de Pasta
2301,31457,1127.5,,Recetas de Pescado
2302,31461,435.0,,Recetas de Ensaladas
2303,31473,1235.0,,Recetas de Postres
2304,31476,630.0,,Recetas de Postres
2305,31486,876.0,,Recetas de Aperitivos y tapas
2306,31512,2075.0,,Recetas de Mariscos
2307,31519,691.0,,Recetas de Aperitivos y tapas
2308,31529,1321.0,,Recetas de Aperitivos y tapas
2309,31533,1011.5,,Recetas de Aperitivos y tapas
2310,31538,377.0,,Recetas de Aperitivos y tapas
2311,31539,820.5,,Recetas de Carne
2312,31543,742.0,,Recetas de Mariscos
2313,31550,910.0,,Recetas de Aperitivos y tapas
2314,31569,461.0,,Recetas de Huevos y lácteos
2315,31578,520.0,,Recetas de Aperitivos y tapas
2316,31580,860.0,,Recetas de Pescado
2317,31583,326.0,,Recetas de Aperitivos y tapas
2318,31603,632.0,,Recetas de Pescado
2319,31604,1297.0,,Recetas de Aperitivos y tapas
2320,31625,475.5,,Recetas de Aperitivos y tapas
2321,31644,1254.0,,Recetas de Postres
2322,31658,475.0,,Recetas de Aperitivos y tapas
2323,31673,480.5,,Recetas de Aperitivos y tapas
2324,31676,325.5,,Recetas de Aperitivos y tapas
2325,31678,755.5,,Recetas de Mariscos
2326,31684,510.5,,Recetas de Aperitivos y tapas
2327,31699,1560.5,,Recetas de Mariscos
2328,31700,437.0,,Recetas de Aperitivos y tapas
2329,31701,2441.0,,Recetas de Carne
2330,31704,413.0,,Recetas de Huevos y lácteos
2331,31710,238.0,,Recetas de Aperitivos y tapas
2332,31712,506.0,,Recetas de Verduras
2333,31716,1140.0,,Recetas de Mariscos
2334,31717,710.0,,Recetas de Aperitivos y tapas
2335,31743,761.0,,Recetas de Aperitivos y tapas
2336,31744,785.5,,Recetas de Aperitivos y tapas
2337,31746,1315.0,,Recetas de Aperitivos y tapas
2338,31777,351.0,,Recetas de Mariscos
2339,31779,632.0,,Recetas de Aperitivos y tapas
2340,31783,1108.5,,Recetas de Pescado
2341,31788,1190.5,,Recetas de Verduras
2342,31789,835.5,,Recetas de Aperitivos y tapas
2343,31791,835.5,,Recetas de Pescado
2344,31801,416.0,,Recetas de Aperitivos y tapas
2345,31804,876.0,,Recetas de Pescado
2346,31814,610.0,,Recetas de Pescado
2347,31819,487.0,,Recetas de Pescado
2348,31829,490.5,,Recetas de Pescado
2349,31834,910.5,,Recetas de Aperitivos y tapas
2350,31836,650.0,,Recetas de Huevos y lácteos
2351,31837,2056.0,,Recetas de Verduras
2352,31855,817.5,,Recetas de Carne
2353,31890,1605.0,,Recetas de Mariscos
2354,31891,857.0,,Recetas de Aperitivos y tapas
2355,31893,641.0,,Recetas de Pescado
2356,31897,1126.0,,Recetas de Aperitivos y tapas
2357,31920,2197.0,,Recetas de Pescado
2358,31924,1085.5,,Recetas de Aperitivos y tapas
2359,31928,618.0,,Recetas de Aperitivos y tapas
2360,31932,1125.5,,Recetas de Aperitivos y tapas
2361,31939,606.0,,Recetas de Aperitivos y tapas
2362,31949,181.5,,Recetas de Pescado
2363,31950,460.0,,Recetas de Mariscos
2364,31960,1301.0,,Recetas de Aperitivos y tapas
2365,31964,550.5,,Recetas de Aperitivos y tapas
2366,31965,425.5,,Recetas de Aperitivos y tapas
2367,31978,1240.0,,Recetas de Pescado
2368,31979,1800.0,,Recetas de Aperitivos y tapas
2369,31981,507.0,,Recetas de Mariscos
2370,31987,790.0,,Recetas de Pescado
2371,31993,394.0,,Recetas de Salsas
2372,31997,546.0,,Recetas de Pan y bollería
2373,32006,1484.5,,Recetas de Pan y bollería
2374,32009,1247.0,,Recetas de Postres
2375,32034,550.0,,Recetas de Verduras
2376,32035,700.0,,Recetas de Verduras
2377,32084,1016.0,,Recetas de Postres
2378,32094,2117.0,,Recetas de Mariscos
2379,32114,737.0,,Cócteles y bebidas
2380,32138,638.0,,Recetas de Aperitivos y tapas
2381,32155,2437.0,,Recetas de Arroces y cereales
2382,32168,1002.5,,Recetas de Aves y caza
2383,32169,1061.0,,Recetas de Huevos y lácteos
2384,32172,310.0,,Recetas de Carne
2385,32200,1235.0,,Recetas de Huevos y lácteos
2386,32223,3265.0,,Recetas de Aves y caza
2387,32230,1250.0,,Recetas de Aperitivos y tapas
2388,32235,765.0,,Recetas de Carne
2389,32236,1352.0,,Recetas de Ensaladas
2390,32245,496.5,,Recetas de Pan y bollería
2391,32252,2240.5,,Recetas de Mariscos
2392,32263,398.5,,Recetas de Pescado
2393,32267,549.0,,Recetas de Pan y bollería
2394,32272,920.0,,Recetas de Postres
2395,32284,662.0,,Recetas de Arroces y cereales
2396,32291,486.0,,Recetas de Mariscos
2397,32293,818.0,,Recetas de Mariscos
2398,32304,1200.0,,Recetas de Mariscos
2399,32325,218.0,,Recetas de Pan y bollería
2400,32334,1225.0,,Recetas de Verduras
2401,32348,463.0,,Recetas de Aperitivos y tapas
2402,32353,2015.0,,Recetas de Mariscos
2403,32359,546.0,,Recetas de Pan y bollería
2404,32367,1405.0,,Recetas de Verduras
2405,32369,742.0,,Recetas de Postres
2406,32373,1272.0,,Recetas de Guisos y Potajes
2407,32393,508.5,,Recetas de Ensaladas
2408,32424,1069.0,,Recetas de Postres
2409,32435,1215.0,,Recetas de Verduras
2410,32445,1676.5,,Recetas de Guisos y Potajes
2411,32470,3215.5,,Recetas de Pescado
2412,32491,138.33333,,Recetas de Pan y bollería
2413,32494,1036.0,,Recetas de Postres
2414,32501,724.0,,Recetas de Verduras
2415,32518,510.0,,Recetas de Pan y bollería
2416,32533,1611.0,,Cócteles y bebidas
2417,32537,1885.0,,Recetas de Postres
2418,32543,3726.0,,Recetas de Postres
2419,32544,1585.0,,Recetas de Legumbres
2420,32556,931.0,,Recetas de Verduras
2421,32557,1230.0,,Recetas de Pescado
2422,32564,3000.0,,Cócteles y bebidas
2423,32586,364.0,,Recetas de Mariscos
2424,32604,1766.0,,Recetas de Postres
2425,32611,605.5,,Recetas de Ensaladas
2426,32620,1317.0,,Recetas de Salsas
2427,32641,2058.0,,Recetas de Aves y caza
2428,32654,1263.0,,Recetas de Postres
2429,32675,350.0,,Recetas de Verduras
2430,32684,1593.5,,Recetas de Carne
2431,32697,1670.0,,Recetas de Ensaladas
2432,32729,1008.25,,Recetas de Aves y caza
2433,32758,1087.5,,Recetas de Postres
2434,32773,351.0,,Recetas de Postres
2435,32775,411.0,,Recetas de Sopas y cremas
2436,32776,1025.0,,Recetas de Aperitivos y tapas
2437,32783,2430.0,,Recetas de Mariscos
2438,32803,289.0,,Recetas de Pan y bollería
2439,32810,4825.0,,Recetas de Salsas
2440,32818,380.0,,Recetas de Aperitivos y tapas
2441,32830,728.0,,Recetas de Postres
2442,32861,1036.5,,Recetas de Pasta
2443,32871,930.0,,Recetas de Pan y bollería
2444,32876,453.0,,Recetas de Pescado
2445,32878,660.0,,Recetas de Mariscos
2446,32881,790.0,,Recetas de Huevos y lácteos
2447,32887,1048.0,,Recetas de Pan y bollería
2448,32888,401.0,,Recetas de Aves y caza
2449,32889,550.5,,Recetas de Pan y bollería
2450,32908,1606.0,,Recetas de Sopas y cremas
2451,32909,320.0,,Recetas de Pan y bollería
2452,32946,1371.0,,Recetas de Postres
2453,32952,779.0,,Recetas de Carne
2454,32967,936.0,,Recetas de Aperitivos y tapas
2455,32973,1030.0,,Recetas de Guisos y Potajes
2456,32988,549.5,,Recetas de Pan y bollería
2457,33035,1200.0,,Recetas de Postres
2458,33048,694.0,,Recetas de Pescado
2459,33052,1461.5,,Recetas de Pasta
2460,33054,1739.0,,Recetas de Verduras
2461,33056,1231.0,,Recetas de Verduras
2462,33060,1117.0,,Recetas de Postres
2463,33102,582.0,,Recetas de Sopas y cremas
2464,33138,2201.0,,Recetas de Aperitivos y tapas
2465,33185,2101.5,,Recetas de Guisos y Potajes
2466,33204,1443.0,,Recetas de Mariscos
2467,33220,890.5,,Recetas de Huevos y lácteos
2468,33243,1108.0,,Recetas de Mariscos
2469,33247,608.0,,Recetas de Huevos y lácteos
2470,33263,1481.0,,Recetas de Postres
2471,33295,1020.0,,Recetas de Postres
2472,33301,508.0,,Recetas de Mariscos
2473,33310,1175.0,,Recetas de Legumbres
2474,33333,687.5,,Recetas de Aperitivos y tapas
2475,33334,209.5,,Recetas de Pan y bollería
2476,33340,1978.08333,,Recetas de Aperitivos y tapas
2477,33363,921.0,,Recetas de Mariscos
2478,33379,1147.0,,Recetas de Postres
2479,33384,350.0,,Recetas de Legumbres
2480,33394,3731.0,,Recetas de Carne
2481,33395,225.0,,Cócteles y bebidas
2482,33402,1209.75,,Recetas de Postres
2483,33419,956.0,,Cócteles y bebidas
2484,33421,950.0,,Recetas de Guisos y Potajes
2485,33440,936.0,,Recetas de Guisos y Potajes
2486,33443,1760.0,,Recetas de Postres
2487,33454,1564.0,,Recetas de Pan y bollería
2488,33456,4622.0,,Recetas de Arroces y cereales
2489,33458,773.0,,Recetas de Carne
2490,33473,536.0,,Recetas de Pescado
2491,33485,218.0,,Recetas de Huevos y lácteos
2492,33487,1362.5,,Recetas de Legumbres
2493,33489,3615.0,,Recetas de Pasta
2494,33492,1058.0,,Recetas de Postres
2495,33498,551.0,,Recetas de Mariscos
2496,33504,1504.0,,Recetas de Verduras
