,Recipe_id,Total_Grams,Num_comensales,Categoria
3761,51837,998.5,,Recetas de Aves y caza
3762,51841,1501.5,,Recetas de Postres
3763,51848,652.0,,Recetas de Guisos y Potajes
3764,51849,137.0,,Recetas de Pan y bollería
3765,51855,1171.0,,Recetas de Arroces y cereales
3766,51861,1137.0,,Recetas de Aves y caza
3767,51872,1333.0,,Recetas de Verduras
3768,51881,573.0,,Recetas de Pescado
3769,51883,662.0,,Recetas de Aves y caza
3770,51884,1394.0,,Recetas de Postres
3771,51885,754.0,,Recetas de Pescado
3772,51892,812.0,,Recetas de Verduras
3773,51893,590.0,,Recetas de Pescado
3774,51895,1326.0,,Recetas de Mariscos
3775,51897,297.0,,Recetas de Postres
3776,51898,1093.0,,Recetas de Pan y bollería
3777,51899,1558.0,,Cócteles y bebidas
3778,51900,1230.0,,Recetas de Aperitivos y tapas
3779,51902,1203.0,,Recetas de Verduras
3780,51903,1055.0,,Recetas de Pasta
3781,51905,424.0,,Recetas de Mariscos
3782,51908,1748.0,,Recetas de Legumbres
3783,51911,452.0,,Recetas de Aperitivos y tapas
3784,51913,1175.0,,Recetas de Pan y bollería
3785,51915,1129.0,,Recetas de Aperitivos y tapas
3786,51917,2136.0,,Recetas de Pescado
3787,51929,477.0,,Cócteles y bebidas
3788,51932,1263.0,,Recetas de Carne
3789,51935,1080.0,,Recetas de Postres
3790,51939,267.0,,Recetas de Aperitivos y tapas
3791,51942,1836.0,,Recetas de Verduras
3792,51953,634.0,,Recetas de Postres
3793,51954,1962.0,,Recetas de Pescado
3794,51955,1370.0,,Recetas de Aperitivos y tapas
3795,51959,950.0,,Recetas de Postres
3796,51963,1575.0,,Recetas de Pescado
3797,51964,1170.0,,Recetas de Arroces y cereales
3798,51970,261.0,,Recetas de Pescado
3799,51971,514.0,,Recetas de Postres
3800,51972,932.0,,Recetas de Verduras
3801,51973,523.0,,Recetas de Mariscos
3802,51975,800.0,,Recetas de Carne
3803,51976,883.0,,Recetas de Carne
3804,51977,138.0,,Recetas de Verduras
3805,51978,1100.0,,Recetas de Postres
3806,51979,1702.0,,Recetas de Ensaladas
3807,51981,136.0,,Recetas de Verduras
3808,51984,1480.0,,Recetas de Postres
3809,51985,2508.0,,Cócteles y bebidas
3810,51986,452.0,,Recetas de Pescado
3811,51987,1570.0,,Recetas de Pasta
3812,51993,911.0,,Recetas de Aperitivos y tapas
3813,52008,662.0,,Recetas de Pan y bollería
3814,52014,512.0,,Cócteles y bebidas
3815,52015,1334.5,,Recetas de Postres
3816,52017,1936.0,,Recetas de Pescado
3817,52018,336.0,,Recetas de Ensaladas
3818,52019,307.012,,Cócteles y bebidas
3819,52020,843.5,,Recetas de Ensaladas
3820,52024,1712.5,,Recetas de Carne
3821,52025,1003.75,,Recetas de Postres
3822,52026,982.0,,Recetas de Aves y caza
3823,52027,454.0,,Recetas de Ensaladas
3824,52028,350.0,,Recetas de Postres
3825,52029,1670.0,,Recetas de Pescado
3826,52030,1177.0,,Recetas de Aves y caza
3827,52031,672.0,,Recetas de Guisos y Potajes
3828,52032,439.0,,Recetas de Legumbres
3829,52036,1500.0,,Recetas de Verduras
3830,52037,491.0,,Recetas de Pan y bollería
3831,52038,316.0,,Recetas de Salsas
3832,52041,1356.0,,Recetas de Sopas y cremas
3833,52043,2020.0,,Recetas de Pescado
3834,52051,807.0,,Recetas de Mariscos
3835,52057,220.0,,Recetas de Aperitivos y tapas
3836,52059,372.0,,Recetas de Carne
3837,52064,1574.5,,Recetas de Mariscos
3838,52069,531.5,,Recetas de Postres
3839,52071,1659.0,,Recetas de Verduras
3840,52072,1319.0,,Recetas de Mariscos
3841,52074,1159.0,,Recetas de Verduras
3842,52076,1095.0,,Recetas de Carne
3843,52077,995.0,,Recetas de Pan y bollería
3844,52078,1209.0,,Recetas de Salsas
3845,52084,1957.0,,Recetas de Arroces y cereales
3846,52085,1676.0,,Recetas de Aves y caza
3847,52088,366.0,,Recetas de Pan y bollería
3848,52091,1612.5,,Recetas de Arroces y cereales
3849,52092,1945.0,,Recetas de Huevos y lácteos
3850,52099,1942.0,,Recetas de Carne
3851,52101,455.0,,Recetas de Ensaladas
3852,52107,1595.0,,Recetas de Pescado
3853,52108,332.0,,Recetas de Pescado
3854,52115,375.0,,Recetas de Postres
3855,52116,419.0,,Recetas de Mariscos
3856,52120,1101.5,,Recetas de Mariscos
3857,52123,509.0,,Recetas de Huevos y lácteos
3858,52127,236.0,,Recetas de Huevos y lácteos
3859,52128,443.0,,Recetas de Aperitivos y tapas
3860,52129,710.0,,Recetas de Verduras
3861,52131,398.0,,Recetas de Postres
3862,52132,800.0,,Recetas de Postres
3863,52134,1324.5,,Recetas de Carne
3864,52135,259.5,,Recetas de Verduras
3865,52137,652.0,,Recetas de Verduras
3866,52143,1320.0,,Recetas de Mariscos
3867,52146,2051.0,,Recetas de Aperitivos y tapas
3868,52150,2355.5,,Recetas de Verduras
3869,52151,1227.0,,Recetas de Arroces y cereales
3870,52152,777.0,,Recetas de Huevos y lácteos
3871,52153,807.0,,Recetas de Verduras
3872,52155,1133.0,,Recetas de Postres
3873,52156,931.0,,Recetas de Aperitivos y tapas
3874,52157,1020.0,,Recetas de Aperitivos y tapas
3875,52160,1163.0,,Recetas de Huevos y lácteos
3876,52170,1502.0,,Recetas de Guisos y Potajes
3877,52174,2290.0,,Recetas de Pescado
3878,52175,1207.0,,Recetas de Postres
3879,52177,134.5,,Recetas de Arroces y cereales
3880,52192,1498.0,,Recetas de Postres
3881,52198,695.0,,Recetas de Pan y bollería
3882,52201,1050.5,,Recetas de Aperitivos y tapas
3883,52202,1756.0,,Recetas de Mariscos
3884,52205,975.5,,Recetas de Verduras
3885,52207,1149.0,,Recetas de Pescado
3886,52211,660.0,,Recetas de Postres
3887,52212,1029.0,,Recetas de Carne
3888,52217,1100.0,,Recetas de Arroces y cereales
3889,52218,387.0,,Recetas de Pescado
3890,52219,575.0,,Recetas de Aperitivos y tapas
3891,52224,786.0,,Recetas de Pan y bollería
3892,52229,852.0,,Recetas de Salsas
3893,52230,1105.0,,Recetas de Guisos y Potajes
3894,52231,1061.0,,Recetas de Postres
3895,52236,1145.0,,Recetas de Ensaladas
3896,52238,1801.0,,Recetas de Mariscos
3897,52239,1055.0,,Recetas de Salsas
3898,52240,1002.0,,Recetas de Arroces y cereales
3899,52242,495.0,,Recetas de Aves y caza
3900,52244,1004.0,,Recetas de Carne
3901,52254,775.0,,Recetas de Aperitivos y tapas
3902,52255,267.0,,Recetas de Aperitivos y tapas
3903,52256,999.0,,Recetas de Postres
3904,52259,636.0,,Recetas de Sopas y cremas
3905,52264,1226.0,,Recetas de Verduras
3906,52265,1594.0,,Recetas de Sopas y cremas
3907,52266,1203.0,,Recetas de Verduras
3908,52269,1090.0,,Recetas de Postres
3909,52273,932.0,,Recetas de Aperitivos y tapas
3910,52274,1205.0,,Recetas de Pescado
3911,52275,1731.5,,Recetas de Aperitivos y tapas
3912,52279,733.0,,Recetas de Verduras
3913,52281,1174.0,,Recetas de Verduras
3914,52289,1586.0,,Recetas de Guisos y Potajes
3915,52291,666.75,,Recetas de Pan y bollería
3916,52297,1461.0,,Recetas de Postres
3917,52301,1927.0,,Recetas de Verduras
3918,52302,868.0,,Recetas de Postres
3919,52304,1503.5,,Recetas de Legumbres
3920,52306,869.0,,Recetas de Carne
3921,52307,1512.0,,Recetas de Postres
3922,52309,733.0,,Recetas de Pan y bollería
3923,52311,933.0,,Recetas de Verduras
3924,52312,861.0,,Recetas de Aperitivos y tapas
3925,52314,397.0,,Recetas de Aperitivos y tapas
3926,52329,1409.0,,Recetas de Sopas y cremas
3927,52335,947.0,,Recetas de Aperitivos y tapas
3928,52340,677.5,,Recetas de Postres
3929,52341,983.0,,Recetas de Verduras
3930,52343,847.0,,Recetas de Sopas y cremas
3931,52345,344.0,,Recetas de Verduras
3932,52347,731.0,,Recetas de Aves y caza
3933,52348,669.0,,Recetas de Pan y bollería
3934,52350,611.0,,Recetas de Verduras
3935,52352,562.0,,Recetas de Huevos y lácteos
3936,52353,1107.0,,Recetas de Pescado
3937,52354,451.0,,Recetas de Verduras
3938,52355,1396.5,,Recetas de Carne
3939,52358,2752.0,,Recetas de Verduras
3940,52359,2229.0,,Recetas de Verduras
3941,52360,1039.5,,Recetas de Verduras
3942,52367,2000.0,,Recetas de Postres
3943,52368,684.0,,Recetas de Verduras
3944,52376,1521.0,,Recetas de Verduras
3945,52377,483.75,,Recetas de Sopas y cremas
3946,52384,2722.0,,Recetas de Sopas y cremas
3947,52396,485.0,,Recetas de Ensaladas
3948,52399,1004.5,,Recetas de Ensaladas
3949,52404,1015.0,,Recetas de Verduras
3950,52413,1688.0,,Recetas de Legumbres
3951,52414,2250.0,,Recetas de Ensaladas
3952,52427,888.5,,Recetas de Ensaladas
3953,52436,587.0,,Recetas de Salsas
3954,52440,1580.0,,Recetas de Aves y caza
3955,52441,383.0,,Recetas de Ensaladas
3956,52447,731.0,,Recetas de Postres
3957,52448,247.0,,Recetas de Verduras
3958,52449,917.0,,Recetas de Carne
3959,52452,832.0,,Recetas de Ensaladas
3960,52455,1620.0,,Cócteles y bebidas
3961,52456,2507.0,,Cócteles y bebidas
3962,52457,1403.0,,Recetas de Postres
3963,52459,661.0,,Recetas de Aperitivos y tapas
3964,52461,936.0,,Recetas de Aperitivos y tapas
3965,52476,346.0,,Recetas de Ensaladas
3966,52485,500.0,,Recetas de Aperitivos y tapas
3967,52489,852.0,,Recetas de Aperitivos y tapas
3968,52491,2352.0,,Recetas de Sopas y cremas
3969,52494,1024.0,,Recetas de Postres
3970,52496,1657.0,,Recetas de Aves y caza
3971,52497,2007.0,,Recetas de Aperitivos y tapas
3972,52503,853.0,,Recetas de Postres
3973,52505,388.0,,Recetas de Aperitivos y tapas
3974,52506,567.0,,Recetas de Postres
3975,52508,271.0,,Recetas de Salsas
3976,52509,530.0,,Cócteles y bebidas
3977,52510,685.0,,Recetas de Postres
3978,52515,360.0,,Cócteles y bebidas
3979,52516,580.0,,Cócteles y bebidas
3980,52518,1816.0,,Recetas de Postres
3981,52522,1558.0,,Recetas de Aperitivos y tapas
3982,52524,375.0,,Cócteles y bebidas
3983,52535,231.0,,Recetas de Ensaladas
3984,52539,192.5,,Recetas de Salsas
3985,52543,1110.0,,Recetas de Pescado
3986,52547,661.0,,Recetas de Aperitivos y tapas
3987,52550,1150.0,,Recetas de Postres
3988,52551,183.0,,Recetas de Postres
3989,52552,1715.0,,Recetas de Postres
3990,52558,1217.0,,Recetas de Verduras
3991,52561,627.0,,Recetas de Verduras
3992,52562,1225.0,,Recetas de Pescado
3993,52566,970.0,,Recetas de Pan y bollería
3994,52568,592.5,,Recetas de Postres
3995,52577,1090.5,,Recetas de Aperitivos y tapas
3996,52580,1421.0,,Recetas de Sopas y cremas
3997,52581,1052.0,,Recetas de Guisos y Potajes
3998,52586,578.0,,Recetas de Aperitivos y tapas
3999,52589,165.0,,Recetas de Postres
4000,52591,758.0,,Cócteles y bebidas
4001,52592,292.0,,Recetas de Verduras
4002,52593,534.0,,Recetas de Salsas
4003,52598,1134.0,,Recetas de Aves y caza
4004,52599,516.0,,Recetas de Aperitivos y tapas
4005,52602,1351.0,,Recetas de Arroces y cereales
4006,52603,1327.0,,Recetas de Legumbres
4007,52606,156.0,,Recetas de Huevos y lácteos
4008,52607,620.0,,Recetas de Aperitivos y tapas
4009,52608,312.5,,Recetas de Salsas
4010,52609,365.75,,Recetas de Sopas y cremas
4011,52611,703.5,,Recetas de Pescado
4012,52612,405.0,,Recetas de Huevos y lácteos
4013,52615,430.0,,Recetas de Postres
4014,52618,1414.0,,Recetas de Aperitivos y tapas
4015,52621,142.0,,Cócteles y bebidas
4016,52622,261.0,,Cócteles y bebidas
4017,52623,247.0,,Recetas de Postres
4018,52625,675.0,,Recetas de Postres
4019,52626,2644.5,,Recetas de Pescado
4020,52627,861.0,,Recetas de Legumbres
4021,52628,1500.0,,Recetas de Postres
4022,52633,1530.0,,Recetas de Pescado
4023,52634,566.0,,Recetas de Pescado
4024,52636,775.0,,Recetas de Pescado
4025,52637,1232.0,,Recetas de Pasta
4026,52638,1692.0,,Recetas de Postres
4027,52640,1012.0,,Recetas de Postres
4028,52642,413.0,,Recetas de Pescado
4029,52643,747.0,,Recetas de Pasta
4030,52645,944.0,,Recetas de Carne
4031,52646,1253.0,,Recetas de Carne
4032,52647,1539.5,,Recetas de Verduras
4033,52651,2290.0,,Recetas de Pescado
4034,52659,1147.0,,Recetas de Huevos y lácteos
4035,52660,891.0,,Recetas de Verduras
4036,52664,220.0,,Recetas de Postres
4037,52665,525.0,,Recetas de Pan y bollería
4038,52666,879.0,,Recetas de Postres
4039,52670,721.0,,Recetas de Ensaladas
4040,52671,157.0,,Recetas de Postres
4041,52673,196.0,,Recetas de Postres
4042,52675,293.0,,Recetas de Salsas
4043,52679,301.0,,Recetas de Postres
4044,52682,687.0,,Recetas de Legumbres
4045,52688,353.5,,Recetas de Aperitivos y tapas
4046,52698,739.0,,Recetas de Pescado
4047,52702,1331.0,,Recetas de Verduras
4048,52703,465.0,,Recetas de Aperitivos y tapas
4049,52728,305.0,,Recetas de Aperitivos y tapas
4050,52729,1399.0,,Recetas de Pescado
4051,52735,1719.0,,Recetas de Aves y caza
4052,52736,969.0,,Recetas de Carne
4053,52737,887.0,,Recetas de Carne
4054,52738,722.0,,Recetas de Carne
4055,52740,128.0,,Recetas de Aves y caza
4056,52741,660.0,,Recetas de Aves y caza
4057,52743,328.0,,Recetas de Aves y caza
4058,52745,304.0,,Recetas de Aperitivos y tapas
4059,52746,895.0,,Recetas de Arroces y cereales
4060,52747,811.0,,Recetas de Ensaladas
4061,52748,200.0,,Recetas de Pan y bollería
4062,52766,703.0,,Recetas de Salsas
4063,52768,510.0,,Recetas de Pan y bollería
4064,52771,185.0,,Recetas de Postres
4065,52773,612.0,,Recetas de Pan y bollería
4066,52774,761.0,,Recetas de Postres
4067,52779,147.0,,Recetas de Sopas y cremas
4068,52780,870.0,,Recetas de Legumbres
4069,52781,1048.0,,Recetas de Aves y caza
4070,52782,1735.5,,Recetas de Sopas y cremas
4071,52796,676.5,,Recetas de Arroces y cereales
4072,52806,1884.0,,Recetas de Salsas
4073,52808,861.0,,Recetas de Postres
4074,52810,420.0,,Recetas de Pan y bollería
4075,52811,444.33333,,Recetas de Pan y bollería
4076,52814,500.0,,Recetas de Postres
4077,52817,251.0,,Cócteles y bebidas
4078,52818,536.0,,Cócteles y bebidas
4079,52819,697.0,,Recetas de Pan y bollería
4080,52820,184.0,,Recetas de Aperitivos y tapas
4081,52825,1278.0,,Recetas de Pasta
4082,52826,1372.0,,Recetas de Pescado
4083,52831,762.0,,Recetas de Carne
4084,52832,128.0,,Recetas de Verduras
4085,52835,580.0,,Recetas de Legumbres
4086,52837,1309.5,,Recetas de Sopas y cremas
4087,52846,29.0,,Recetas de Carne
4088,52847,1089.0,,Recetas de Mariscos
4089,52848,1889.0,,Recetas de Carne
4090,52849,369.0,,Recetas de Arroces y cereales
4091,52850,2719.5,,Recetas de Legumbres
4092,52854,998.5,,Recetas de Pescado
4093,52855,868.0,,Recetas de Sopas y cremas
4094,52856,851.0,,Cócteles y bebidas
4095,52860,2239.5,,Recetas de Legumbres
4096,52861,1153.0,,Recetas de Pasta
4097,52863,842.0,,Recetas de Postres
4098,52866,801.5,,Recetas de Ensaladas
4099,52869,180.0,,Recetas de Salsas
4100,52870,600.0,,Cócteles y bebidas
4101,52872,340.0,,Recetas de Postres
4102,52873,683.0,,Recetas de Ensaladas
4103,52877,375.0,,Recetas de Pan y bollería
4104,52879,161.0,,Recetas de Postres
4105,52886,467.0,,Recetas de Aperitivos y tapas
4106,52888,1368.0,,Recetas de Carne
4107,52889,614.0,,Recetas de Pescado
4108,52892,548.0,,Recetas de Aperitivos y tapas
4109,52893,780.0,,Recetas de Carne
4110,52894,1358.0,,Recetas de Sopas y cremas
4111,52896,804.0,,Recetas de Carne
4112,52897,1068.0,,Recetas de Aves y caza
4113,52899,1259.0,,Recetas de Pescado
4114,52900,1210.0,,Recetas de Aves y caza
4115,52901,1959.0,,Recetas de Pescado
4116,52902,1404.0,,Recetas de Mariscos
4117,52908,35.0,,Recetas de Carne
4118,52910,677.0,,Recetas de Postres
4119,52915,1976.0,,Recetas de Postres
4120,52932,1249.0,,Recetas de Mariscos
4121,52940,537.0,,Recetas de Postres
4122,52947,1454.0,,Recetas de Verduras
4123,52955,915.0,,Recetas de Pasta
4124,52956,1766.0,,Recetas de Pescado
4125,52960,1188.0,,Recetas de Legumbres
4126,52961,678.0,,Recetas de Verduras
4127,52964,1253.0,,Recetas de Postres
4128,52965,903.0,,Recetas de Huevos y lácteos
4129,52970,226.0,,Recetas de Pan y bollería
4130,52972,322.5,,Recetas de Verduras
4131,52988,218.0,,Recetas de Aperitivos y tapas
4132,52990,1003.0,,Recetas de Aves y caza
4133,52991,1308.0,,Recetas de Pasta
4134,52994,118.0,,Recetas de Verduras
4135,52995,1251.0,,Recetas de Verduras
4136,52997,453.0,,Recetas de Verduras
4137,52999,1344.0,,Recetas de Pescado
4138,53003,352.0,,Recetas de Verduras
4139,53004,949.0,,Recetas de Aperitivos y tapas
4140,53005,1109.5,,Recetas de Aperitivos y tapas
4141,53009,1013.0,,Recetas de Sopas y cremas
4142,53022,261.0,,Recetas de Aperitivos y tapas
4143,53026,268.0,,Recetas de Huevos y lácteos
4144,53029,1007.0,,Recetas de Postres
4145,53032,954.5,,Recetas de Postres
4146,53035,1013.0,,Recetas de Pescado
4147,53036,568.0,,Recetas de Aves y caza
4148,53038,1383.0,,Recetas de Aves y caza
4149,53043,902.0,,Recetas de Sopas y cremas
4150,53048,258.0,,Recetas de Verduras
4151,53050,502.0,,Recetas de Sopas y cremas
4152,53054,438.0,,Recetas de Arroces y cereales
4153,53057,885.0,,Recetas de Verduras
4154,53058,198.0,,Recetas de Verduras
4155,53061,414.0,,Recetas de Aves y caza
4156,53068,2075.0,,Cócteles y bebidas
4157,53077,757.0,,Recetas de Aves y caza
4158,53078,209.5,,Recetas de Aperitivos y tapas
4159,53082,808.0,,Recetas de Mariscos
4160,53083,1358.0,,Recetas de Mariscos
4161,53084,553.0,,Recetas de Mariscos
4162,53089,1162.0,,Recetas de Huevos y lácteos
4163,53091,475.0,,Recetas de Aperitivos y tapas
4164,53092,321.0,,Recetas de Arroces y cereales
4165,53093,618.0,,Recetas de Pescado
4166,53094,627.0,,Recetas de Pasta
4167,53096,492.0,,Recetas de Aperitivos y tapas
4168,53098,761.0,,Recetas de Ensaladas
4169,53099,653.0,,Recetas de Aves y caza
4170,53101,442.0,,Recetas de Aperitivos y tapas
4171,53103,721.0,,Recetas de Ensaladas
4172,53104,336.0,,Recetas de Huevos y lácteos
4173,53111,1133.5,,Recetas de Aperitivos y tapas
4174,53122,2106.0,,Recetas de Pescado
4175,53125,1188.0,,Recetas de Sopas y cremas
4176,53132,758.0,,Recetas de Postres
4177,53143,1235.0,,Recetas de Arroces y cereales
4178,53150,531.0,,Recetas de Arroces y cereales
4179,53151,1843.0,,Recetas de Legumbres
4180,53152,1109.0,,Recetas de Verduras
4181,53154,598.0,,Recetas de Legumbres
4182,53160,528.0,,Recetas de Postres
4183,53162,1054.5,,Recetas de Verduras
4184,53167,200.0,,Recetas de Verduras
4185,53169,859.5,,Recetas de Huevos y lácteos
4186,53173,950.0,,Recetas de Ensaladas
4187,53184,675.0,,Recetas de Aperitivos y tapas
4188,53189,502.0,,Recetas de Aves y caza
4189,53191,1658.0,,Recetas de Pasta
4190,53192,1209.0,,Recetas de Verduras
4191,53206,703.0,,Cócteles y bebidas
4192,53207,504.0,,Recetas de Verduras
4193,53210,351.0,,Recetas de Postres
4194,53211,627.0,,Recetas de Arroces y cereales
4195,53212,231.0,,Recetas de Postres
4196,53213,756.0,,Recetas de Ensaladas
4197,53216,653.0,,Recetas de Aves y caza
4198,53219,1504.0,,Recetas de Legumbres
4199,53226,791.0,,Recetas de Verduras
4200,53227,327.0,,Recetas de Verduras
4201,53232,1543.0,,Recetas de Pescado
4202,53242,1396.0,,Recetas de Aves y caza
4203,53245,658.5,,Recetas de Postres
4204,53246,542.0,,Recetas de Verduras
4205,53252,199.0,,Recetas de Arroces y cereales
4206,53256,393.0,,Recetas de Arroces y cereales
4207,53257,256.0,,Recetas de Aperitivos y tapas
4208,53260,958.0,,Recetas de Carne
4209,53262,828.0,,Recetas de Mariscos
4210,53268,520.0,,Cócteles y bebidas
4211,53269,1400.5,,Recetas de Ensaladas
4212,53289,1294.5,,Recetas de Ensaladas
4213,53303,284.0,,Recetas de Salsas
4214,53312,1564.0,,Recetas de Sopas y cremas
4215,53313,618.0,,Recetas de Sopas y cremas
4216,53319,1500.0,,Recetas de Legumbres
4217,53327,358.5,,Recetas de Carne
4218,53330,909.0,,Recetas de Postres
4219,53331,561.0,,Recetas de Aves y caza
4220,53336,70.0,,Recetas de Aperitivos y tapas
4221,53337,188.0,,Recetas de Verduras
4222,53338,1308.0,,Recetas de Carne
4223,53339,538.0,,Recetas de Sopas y cremas
4224,53342,756.0,,Recetas de Sopas y cremas
4225,53344,1715.0,,Recetas de Aves y caza
4226,53347,438.0,,Recetas de Postres
4227,53349,709.0,,Recetas de Legumbres
4228,53350,656.0,,Recetas de Aperitivos y tapas
4229,53351,945.0,,Recetas de Salsas
4230,53354,780.0,,Recetas de Postres
4231,53355,551.0,,Recetas de Aperitivos y tapas
4232,53360,2413.0,,Recetas de Sopas y cremas
4233,53361,1589.0,,Recetas de Aves y caza
4234,53363,2233.0,,Recetas de Verduras
4235,53365,738.0,,Recetas de Aperitivos y tapas
4236,53366,422.0,,Recetas de Arroces y cereales
4237,53381,998.5,,Recetas de Carne
4238,53386,1183.0,,Recetas de Aves y caza
4239,53394,1802.5,,Recetas de Pescado
4240,53397,1680.0,,Recetas de Sopas y cremas
4241,53398,1900.0,,Recetas de Ensaladas
4242,53399,947.0,,Recetas de Verduras
4243,53405,312.0,,Recetas de Legumbres
4244,53406,1151.0,,Recetas de Aperitivos y tapas
4245,53407,1963.0,,Recetas de Legumbres
4246,53409,265.0,,Recetas de Postres
4247,53410,320.0,,Recetas de Postres
4248,53413,1133.0,,Recetas de Verduras
4249,53416,801.0,,Recetas de Postres
4250,53417,475.0,,Recetas de Verduras
4251,53418,1586.0,,Recetas de Aves y caza
4252,53419,702.0,,Recetas de Sopas y cremas
4253,53420,657.0,,Recetas de Salsas
4254,53422,108.0,,Recetas de Verduras
4255,53429,803.5,,Recetas de Pescado
4256,53431,965.0,,Recetas de Verduras
4257,53433,724.0,,Recetas de Aperitivos y tapas
4258,53436,364.5,,Recetas de Aperitivos y tapas
4259,53441,601.0,,Recetas de Aperitivos y tapas
4260,53449,880.0,,Recetas de Postres
4261,53450,359.0,,Recetas de Arroces y cereales
4262,53453,763.0,,Recetas de Aperitivos y tapas
4263,53460,1226.0,,Recetas de Carne
4264,53462,150.0,,Recetas de Postres
4265,53464,2500.0,,Recetas de Postres
4266,53466,947.0,,Recetas de Verduras
4267,53472,6500.0,,Recetas de Postres
4268,53485,582.0,,Recetas de Pan y bollería
4269,53486,2139.5,,Recetas de Legumbres
4270,55012,1397.0,,Recetas de Huevos y lácteos
4271,55017,217.0,,Recetas de Salsas
4272,55018,200.0,,Recetas de Postres
4273,55027,1559.0,,Recetas de Aperitivos y tapas
4274,55042,535.0,,Cócteles y bebidas
4275,55044,359.0,,Recetas de Salsas
4276,55045,200.0,,Recetas de Salsas
4277,55049,2309.0,,Recetas de Ensaladas
4278,55057,480.009,,Cócteles y bebidas
4279,55058,2100.0,,Cócteles y bebidas
4280,55067,108.0,,Cócteles y bebidas
4281,55133,200.0,,Recetas de Postres
4282,55135,585.0,,Cócteles y bebidas
4283,55150,2106.0,,Recetas de Pescado
4284,55155,382.0,,Recetas de Postres
4285,55166,437.0,,Recetas de Mariscos
4286,55172,1183.0,,Recetas de Aves y caza
4287,55175,826.0,,Recetas de Aperitivos y tapas
4288,55178,1269.5,,Recetas de Verduras
4289,55180,1607.0,,Recetas de Pasta
4290,55186,555.0,,Recetas de Aves y caza
4291,55189,1225.0,,Recetas de Postres
4292,55192,1018.0,,Recetas de Huevos y lácteos
4293,55194,1404.0,,Recetas de Huevos y lácteos
4294,55200,1054.0,,Recetas de Aves y caza
4295,55201,1100.0,,Recetas de Verduras
4296,55208,1007.0,,Recetas de Aperitivos y tapas
4297,55210,780.0,,Recetas de Pasta
4298,55217,456.0,,Recetas de Aperitivos y tapas
4299,55223,402.0,,Recetas de Verduras
4300,55225,1324.0,,Recetas de Carne
4301,55227,239.5,,Recetas de Verduras
4302,55231,1631.0,,Recetas de Aperitivos y tapas
4303,55232,1181.0,,Recetas de Carne
4304,55234,452.0,,Recetas de Verduras
4305,55235,1182.0,,Recetas de Aperitivos y tapas
4306,55236,435.0,,Recetas de Verduras
4307,55237,868.0,,Recetas de Ensaladas
4308,55239,604.0,,Recetas de Pasta
4309,55242,1477.0,,Recetas de Mariscos
4310,55243,551.0,,Recetas de Verduras
4311,55244,796.0,,Recetas de Aperitivos y tapas
4312,55245,1409.0,,Recetas de Ensaladas
4313,55247,1354.0,,Recetas de Pasta
4314,55251,695.0,,Recetas de Postres
4315,55256,1242.0,,Recetas de Pasta
4316,55277,1470.0,,Recetas de Carne
4317,55280,720.0,,Recetas de Verduras
4318,55281,912.0,,Recetas de Sopas y cremas
4319,55283,675.0,,Recetas de Sopas y cremas
4320,55285,552.0,,Recetas de Aves y caza
4321,55288,1692.0,,Recetas de Postres
4322,55290,508.0,,Recetas de Pan y bollería
4323,55301,1424.0,,Recetas de Salsas
4324,55305,1598.0,,Recetas de Pasta
4325,55307,650.5,,Recetas de Sopas y cremas
4326,55308,641.0,,Recetas de Huevos y lácteos
4327,55310,1117.0,,Recetas de Pan y bollería
4328,55314,1061.0,,Recetas de Aves y caza
4329,55315,1562.0,,Recetas de Pan y bollería
4330,55336,697.0,,Recetas de Postres
4331,55338,353.0,,Recetas de Salsas
4332,55339,552.0,,Recetas de Carne
4333,55340,2750.0,,Recetas de Postres
4334,55347,2000.0,,Recetas de Huevos y lácteos
4335,55349,1444.0,,Recetas de Aperitivos y tapas
4336,55351,549.0,,Recetas de Aperitivos y tapas
4337,55352,1022.0,,Recetas de Pescado
4338,55353,1338.0,,Recetas de Verduras
4339,55362,1415.0,,Recetas de Verduras
4340,55368,1439.0,,Recetas de Sopas y cremas
4341,55370,650.0,,Recetas de Pan y bollería
4342,55372,416.0,,Recetas de Verduras
4343,55374,310.0,,Recetas de Verduras
4344,55375,510.0,,Cócteles y bebidas
4345,55376,273.0,,Recetas de Postres
4346,55379,300.0,,Recetas de Pan y bollería
4347,55397,278.0,,Recetas de Postres
4348,55398,620.0,,Recetas de Postres
4349,55400,3596.0,,Recetas de Carne
4350,55402,1711.5,,Recetas de Aves y caza
4351,55403,337.0,,Recetas de Ensaladas
4352,55405,200.0,,Cócteles y bebidas
4353,55406,344.0,,Recetas de Postres
4354,55409,1428.0,,Recetas de Aperitivos y tapas
4355,55413,1630.5,,Recetas de Pescado
4356,55415,904.0,,Recetas de Guisos y Potajes
4357,55417,481.0,,Recetas de Sopas y cremas
4358,55425,537.5,,Recetas de Postres
4359,55426,515.0,,Recetas de Verduras
4360,55428,480.0,,Recetas de Salsas
4361,55429,387.0,,Recetas de Salsas
4362,55430,1192.0,,Recetas de Pescado
4363,55435,518.0,,Recetas de Aperitivos y tapas
4364,55436,400.0,,Recetas de Postres
4365,55438,1429.0,,Cócteles y bebidas
4366,55439,524.0,,Recetas de Aves y caza
4367,55442,1229.0,,Recetas de Verduras
4368,55443,950.0,,Recetas de Verduras
4369,55444,696.0,,Recetas de Aves y caza
