indice,nombre,categoria,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),"fibra, dietetica total",carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
924,Sopa de sobre maravilla,Otros,0.0,333,3.24,12.59,20.0,2.2,62.03,,1.31,0.63,1.29,,,,,,0.074,,,,,8.99e-06,0.0,0.0001,2.43e-06,0.0003,1e-12,1e-05,3.91e-06,0.00014000000000000001,0.0,0.019899999999999998,0.00217,0.1189,0.0434,0.31289999999999996,0.1083,6.9e-06,6.32e-05,0.0019
925,"Sopa de sobre, sin reconstituir",Otros,0.0,321,4.34,10.99,11.29,2.2,58.24,,1.66,0.44,1.74,,,,,,0.074,,,,,1.1789999999999999e-05,0.0,0.00027,3.42e-06,0.0003,1e-12,1e-05,2.3e-06,0.00013000000000000002,0.0,0.0273,0.0021000000000000003,0.3192,0.0342,0.6132000000000001,0.19440000000000002,6.9e-06,6.32e-05,0.0018
926,Suplemento proteico,Otros,0.0,394,4.0,87.75,4.42,0.0,0.0,,0.671,1.729,0.871,,,,,,0.0,,,,,0.0,,,0.0002,0.0003,0.0001,0.0002,0.0,,0.0,0.2,0.016,0.1,0.04,1.188,0.862,,,0.004
927,Surimi,Otros,0.0,91,0.7,14.7,76.8,1e-12,6.1,,0.15,0.13,0.18,,,,,,0.035,,,,,0.0,1e-12,0.00085,1e-06,0.00022,4e-05,2e-05,1e-06,1e-12,1e-12,0.013,0.0003,0.064,0.014,0.7,0.06,,2.8100000000000002e-05,0.0001
928,Tabasco,Otros,0.0,15,0.76,1.29,95.17,0.6,0.8,,0.061,0.401,0.106,,,,,,0.0,,,,,0.000492,0.0,1e-05,1e-06,0.000178,8.400000000000001e-05,3.2e-05,0.0,0.000154,0.0045,0.012,0.00116,0.128,0.012,0.633,0.023,,5e-07,0.00016
929,Tomate frito,Otros,0.0,84,6.4,1.5,85.3,1.6,5.2,1e-12,1.1,3.3,0.62,1e-12,1e-12,0.26,0.15,1.021,0.0,2.133,1e-12,1e-12,1e-12,5.3e-05,2.7e-07,0.00058,1.7100000000000002e-05,0.00076,2e-05,8e-05,0.0,0.00011,0.0175,0.0126,0.00051,0.28,0.0125,0.34,0.039,1.4e-06,9.499999999999999e-07,0.0002
930,Tomillo,Otros,0.0,336,7.4,9.1,7.8,18.6,57.1,,,,,,,,,,,,,,,0.00038,0.0,0.0,0.0,0.004940000000000001,0.000399,0.000513,0.0,0.0,0.0,1.89,0.12359999999999999,0.814,0.22,0.055,0.201,,,
931,Vainilla,Otros,0.0,53,0.06,0.06,87.2,0.0,12.7,,0.01,0.004,0.01,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.00043,9.5e-05,1.1e-05,0.0,2.6e-05,0.0,0.011,0.00011999999999999999,0.148,0.012,0.009,0.006,,0.0,0.00011
932,Vinagre balsámico,Otros,0.0,71,0.0,0.49,76.5,0.0,17.03,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,0.0,1e-12,0.0,0.027,0.0007199999999999999,0.112,0.012,0.023,0.019,1e-12,1e-12,8e-05
933,Vinagre de manzana,Otros,0.0,4,0.0,0.4,99.0,0.0,0.6,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0005,0.089,0.022,0.02,0.032,0.0,1e-06,0.0001
934,Vinagre,Otros,0.0,4,0.0,0.4,97.0,0.0,0.6,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,0.0,1e-12,0.0005,0.006,0.00045,0.039,0.004,0.008,0.008,1e-12,1e-12,2.9999999999999997e-05
935,Jamón de york,Carne,0.0,114,3.0,21.0,75.6,0.0,0.4,,1.4,0.36,1.1,,,,,,0.05,,,,,1e-12,7e-07,8e-05,2.0000000000000002e-07,0.0114,0.00017999999999999998,0.00046,7e-07,0.0002,0.019,0.0096,0.0021000000000000003,0.27,0.0175,0.97,0.239,1.09e-05,1.1e-05,0.0028
936,Azúcar,Otros,0.0,399,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.29,2.2,0.0,0.3,0.3,0.0,0.0,0.0
937,limón,Frutas,0.0,17,0.1,0.4,90.8,0.1,3.6,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,2e-06,0.0,4e-05,1.6e-05,0.0001,1e-05,4e-05,0.0,5e-05,0.037,0.007,0.0001,0.123,0.006,0.001,0.007,1e-06,1e-06,1e-12
