Recipe_id,alcohol,energia,grasa,proteina,agua,fibra,carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc),Total_Grams
61025,0.0,963.225,100.5705,1.80725,296.03,5.4355,15.6575,0.0,71.062,12.205875,17.168775,0.0,0.01,14.0,2.75,69.16,0.0,11.28,0.69,0.0,0.0,0.002695,0.0,0.013011,6.1e-05,0.00122,0.000103,0.000211,0.0,0.000402,0.014,0.090365,0.000662,0.575,0.026475,0.529718,0.033805,1.9e-05,3e-06,0.00044,423.5
61031,0.0,167.94,1.699,8.479,414.307,5.5,28.901,0.0,0.1575,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,3e-06,0.0,0.00502,5.6e-05,0.00174,0.000423,0.000152,0.0,0.000207,0.15232,0.28799,0.002256,0.84718,0.05355,0.09623,0.24323,5.2e-05,6e-06,0.001084,459.0
61032,0.0,3116.8,262.847,116.524,840.259,12.145,75.268,0.4592,153.6106,30.4534,63.4897,0.2338,1.0811,42.1232,17.7034,137.166,0.4192,25.50248,2.02488,2.6096,0.364,0.0011,0.0,0.025702,0.000247,0.048954,0.001446,0.004221,1.2e-05,0.002745,0.23451,0.562785,0.01247,3.43369,0.24479,6.66829,1.35721,3.1e-05,0.000119,0.013017,1319.5
61034,0.0,6742.05,739.979157,41.696,253.601,0.0,0.049521,0.0,513.2755,88.116,129.199,0.0,0.066,92.4,18.15,456.456,1.32775,74.448,4.554,0.0,0.0,0.000673,6e-06,0.085154,0.000171,0.01235,0.001558,0.000313,9e-06,0.00041,0.00051,0.19494,0.006787,0.43525,0.04257,0.6233,0.68111,8.3e-05,3.6e-05,0.00448,1036.0
61035,0.0,35.01,2.15,2.175,62.4975,7.05,1.695,0.0,1.564,0.2175,0.2842,0.0,0.0002,0.208,0.044,1.564,0.0,0.136,0.014,0.0,0.0,4e-06,0.0,0.000517,2.1e-05,0.0006,3e-05,3.8e-05,0.0,6.7e-05,0.0045,0.03329,0.000752,0.225,0.02315,0.39975,0.03758,7e-06,0.0,7.5e-05,78.0
61036,0.0,880.012017,58.865887,12.38267,122.638526,10.601917,75.064027,0.0,45.875225,4.467298,8.33615,0.0,0.005866,6.101053,1.290607,45.875225,0.0,3.98915,0.410648,0.0,0.0,2.4e-05,0.0,0.01123,5.3e-05,0.001252,8.5e-05,0.000158,0.0,0.000293,0.023709,0.052924,0.002004,0.423858,0.046265,0.403269,0.161214,1.7e-05,8e-06,0.000675,286.5814
61037,0.0,21.7025,0.15095,0.8194,55.676375,1.628575,4.1,0.0,0.0088,0.075725,0.00351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,2e-06,0.000192,2e-05,1.7e-05,0.0,2.5e-05,0.001718,0.011981,0.000333,0.117813,0.011349,0.462157,0.011204,6e-06,0.0,0.0002,63.375
61039,0.0,884.283122,46.049643,34.063454,417.493527,8.314979,82.346472,0.00629,18.314305,4.275952,19.549154,0.015095,0.206304,3.718988,1.969757,5.172212,0.121683,2.234054,1.395549,0.05535,0.0,0.000411,0.0,0.005854,0.000172,0.011239,0.000622,0.00053,2e-06,0.000902,0.076403,0.498086,0.009018,1.306003,0.099921,1.995208,0.554168,2.4e-05,2.6e-05,0.005493,638.95128
61042,0.0,1904.35,4.555,17.6825,376.1275,62.6,443.705,0.0,1.045,1.314,1.077,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.00021,0.0,0.00126,0.000207,0.007152,0.000309,0.000556,0.0,0.00094,0.228525,2.59009,0.620054,5.86935,0.126262,1.036925,0.92568,1.7e-05,3.4e-05,0.003,853.5
61043,0.0,606.196054,61.56397,2.6775,206.325,3.375,11.7,0.0,47.468475,4.999798,8.84535,0.0,0.006066,6.309053,1.334607,47.439225,0.0,4.12515,0.424648,0.0,0.0,0.000864,0.0,0.013151,2.5e-05,0.002475,6.8e-05,2.3e-05,0.0,0.000698,0.18225,0.022981,0.000694,0.405,0.058814,3.816587,0.059253,5.7e-05,1e-06,0.00045,295.08247
61044,0.0,6772.82,57.401,402.854,507.64,275.762,1132.824,0.0,17.7639,7.4682,18.1313,0.0,0.0,1.024,0.112,0.56,0.5505,2.432,0.56,0.0,0.0,0.004957,3e-06,0.008598,0.000877,0.109092,0.004217,0.012202,4e-06,0.003789,0.07221,1.38965,0.091665,15.97273,2.0674,2.40555,6.07884,9.9e-05,8e-05,0.061601,2382.0
61054,0.0,2107.22,121.6486,206.78,1124.4931,13.34,43.7904,0.0,49.9331,43.976,18.5539,0.0,0.0034,3.644,0.788,26.74,0.35025,2.8,0.242,0.0,0.0,0.000388,0.000178,0.065581,0.000267,0.117316,0.001379,0.000802,3.8e-05,0.004291,0.08458,0.443386,0.019744,4.67392,0.390992,17.34833,0.67608,0.000296,0.000459,0.01025,1553.0
61055,0.0,1238.92,82.0,60.625,1117.1,8.2,64.7,0.164,45.888,10.06,19.8714,0.012,0.1554,13.326,5.896,40.176,0.154,8.304,0.638,0.932,0.13,2.4e-05,0.0,0.006876,0.000212,0.02003,0.00143,0.00203,5e-06,0.00182,0.1099,0.6804,0.00597,3.512,0.1867,1.787,0.998,9.7e-05,4.7e-05,0.00736,1334.0
61061,0.0,2715.61,147.381,105.244,831.82,13.762,239.41,0.0,52.578,7.973,77.1393,1.4835,5.3672,15.7,5.513,25.156,0.8083,1.8895,0.533,0.0,0.0,0.001274,1.8e-05,0.00809,0.000309,0.019323,0.001883,0.00078,7e-06,0.001302,0.06271,2.11548,0.030596,2.09303,0.25535,4.43975,2.1196,0.00015,6.1e-05,0.009189,1363.0
61064,0.0,2426.0,100.86,38.56665,17.6841,9.17375,326.1019,0.0,38.74,8.32,48.66,0.0,0.015,1.49,0.54,13.65,0.0575,5.53,0.025,0.0,0.0,8.4e-05,9e-06,0.01505,0.00046,0.04675,0.004815,0.002705,2e-06,0.00363,0.102,0.825325,0.022294,1.456825,0.226462,0.281181,0.935037,2.5e-05,1.9e-05,0.00465,500.0
61065,0.0,1076.023442,44.082034,50.420066,219.896772,9.536,117.233736,0.0,25.288784,4.845091,11.481207,0.020474,0.011937,4.163792,1.447602,19.447455,0.085989,2.002764,0.18961,0.112605,0.0,8.8e-05,1e-06,0.004216,8.6e-05,0.013078,0.000417,0.00128,1e-06,0.000765,0.01942,0.155437,0.006118,0.7933,0.096144,4.147505,0.413054,3.1e-05,8.1e-05,0.003823,463.36785
61068,0.0,3363.6,184.34,72.1,375.41,3.15,353.63,0.0,57.9735,12.255,97.3715,0.032,0.09,16.864,21.766,16.026,1.6785,1.978,0.096,0.0,0.006,0.001522,2.5e-05,0.007236,0.00023,0.017323,0.002256,0.000549,1e-05,0.000763,0.0,1.344033,0.477125,4.974334,0.319634,1.728367,1.781666,9.2e-05,6.4e-05,0.010467,990.0
61070,0.0,3789.813902,268.807467,205.450473,1905.0868,14.539862,138.169102,0.41,129.583611,30.314397,90.063367,2.008,7.5408,50.231,21.258,103.114,0.68,21.07,2.032,2.33,0.325,0.000989,1e-06,0.02298,0.000226,0.061549,0.003734,0.004746,1.7e-05,0.003405,0.09819,3.541984,0.022493,5.521864,0.405243,5.425857,3.615385,0.000245,0.000145,0.020737,2552.80556
61071,174.0,1548.805,1.696,4.334,1888.458,27.246,73.248,0.0,0.24,0.265,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.0,4.3e-05,3e-05,0.002146,0.00028,0.000158,0.0,0.000573,0.04977,0.86972,0.042496,1.90108,0.17356,0.09861,0.16192,1e-06,1.2e-05,0.001785,2147.5
61072,0.0,1592.756054,61.38497,37.3715,1295.45565,27.437,219.524,0.0,46.032875,5.605998,8.79745,0.0,0.005866,6.101053,1.290607,45.875225,0.0,3.98915,0.410648,0.0,0.0,0.001818,0.0,0.014539,0.000347,0.006957,0.000454,0.000718,0.0,0.002146,0.37486,0.233096,0.006638,2.62973,0.186914,0.163207,0.54876,4.5e-05,2.3e-05,0.003471,1650.37462
61077,0.0,4042.846054,233.53657,376.8175,1513.891,43.533,107.875,13.52,86.350865,52.619998,68.93335,0.0,2.866066,17.181053,5.185607,54.718425,2.0,5.33475,0.944448,0.92,5.08,0.002,0.00016,0.043036,0.000161,0.134034,0.008007,0.003443,0.00017,0.019242,0.05239,3.093866,0.176312,1.91189,0.957492,2.10838,9.77135,0.000321,0.0006,0.011082,2275.66397
61078,0.0,2013.91,118.469719,198.5135,946.7175,12.098,39.132507,0.0,53.4874,34.5657,16.154,0.0,0.0,0.0221,0.01275,0.086785,1.0255,0.181305,0.0,0.0,0.0,3.6e-05,0.0,0.035406,0.000299,0.068667,0.001803,0.001344,0.0,0.003466,0.034467,0.423661,0.01859,3.79578,0.730852,4.45905,2.089445,0.000413,0.000383,0.042293,1326.5
61085,0.0,2054.975,118.7,30.65,2035.475,87.0,215.196,0.0,82.3465,11.0465,20.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.000705,0.009,0.0005,0.00115,0.0,0.00165,0.03,0.4627,0.0243,2.651,0.4744,0.21565,1.168625,0.0,0.0,0.02095,2502.5
61094,0.0,776.16,53.247,59.075,606.558,6.463,14.833,0.0,21.7517,5.8331,22.8044,0.0272,0.0138,3.39554,1.47204,9.74564,0.13164,1.28188,0.10798,0.1496,0.0,0.000382,1e-06,0.004205,0.000172,0.018859,0.000821,0.001674,2e-06,0.001133,0.08307,0.54617,0.006999,1.57083,0.09504,3.26012,0.55321,3.4e-05,3.9e-05,0.00542,757.0
61095,0.0,191.22,9.819,14.047,343.7248,9.273,11.3919,0.0,2.7503,1.9013,2.8015,0.0,0.0,0.0,0.0,0.0,0.25287,0.0,0.0,0.0,0.0,0.000124,1e-06,0.000735,3.7e-05,0.003996,0.000545,0.000125,2e-06,0.000107,0.001595,0.2224,0.002317,0.59779,0.058751,0.162233,0.268094,3.4e-05,1.1e-05,0.001389,379.0
61096,0.0,3381.412572,233.935681,139.691208,963.851706,69.962768,180.635374,0.016,137.583668,43.425578,40.040893,0.0414,0.4224,26.00175,6.1203,133.9697,0.64627,18.9893,2.30085,0.172,0.016,0.016706,2e-06,0.059046,0.000272,0.10273,0.005797,0.002563,3e-06,0.008729,0.17254,1.020715,0.128552,9.26404,0.666804,1.779608,2.03088,9.6e-05,8.6e-05,0.018154,1601.15259
61097,0.0,212.08,3.046,6.434,262.963,16.696,38.916,0.0,1.564,0.285,0.2842,0.0,0.0002,0.208,0.044,1.564,0.0,0.136,0.014,0.0,0.0,0.000345,0.0,0.001555,0.000144,0.002126,0.000115,0.000232,0.0,0.000348,0.14032,0.17901,0.005728,0.96968,0.06266,0.43766,0.1206,1.3e-05,2e-06,0.00062,339.0
61098,0.0,4420.08,5.0,39.008,898.992,24.0,1054.0,0.0,0.7,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,0.0,0.001,0.00025,0.001033,0.0007,0.0,0.0,0.001,0.12,6.18352,2.904,25.04704,0.10352,3.02024,3.3,1.2e-05,0.0,0.002064,2032.0
61113,0.0,759.47,37.6145,47.5275,422.6395,7.722,56.9715,0.008,16.52035,8.47316,7.72943,0.018,0.1982,5.131,1.35,9.466,0.198,4.138,0.615,0.086,0.008,0.000169,0.0,0.005306,0.000113,0.026397,0.000646,0.000405,1e-06,0.001435,0.092314,0.184406,0.006474,1.24747,0.157808,1.84048,0.62528,2.7e-05,4.3e-05,0.004077,580.0
61119,0.0,1943.16,116.848,151.992,1251.484,11.848,76.137,3.7,80.0,14.54,18.93,0.0,0.41,13.4,2.9,79.1,1.875,6.9,0.7,0.2,1.7,0.000858,0.0,0.032299,0.000292,0.034148,0.001815,0.001249,2.2e-05,0.005064,0.28376,0.450693,0.049548,6.08237,0.422547,1.45848,1.83636,1.7e-05,0.000456,0.0229,1648.0
61121,0.0,1726.0,27.8,66.96,278.15,14.0,295.2,0.0,7.8,0.66,17.7,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.000303,0.0,0.00175,0.000123,0.00265,0.0008,0.00053,2e-06,0.00091,0.002,1.14606,0.005428,1.002,0.1706,6.145897,1.14712,0.00016,3.5e-05,0.0054,714.0
61122,0.0,907.71,68.0381,33.463875,1049.5347,18.07,41.0942,0.0,33.4465,12.20736,15.2977,0.0,0.0034,4.2265,1.138,29.1975,0.078,7.8275,0.2395,0.0,0.0,0.000661,1e-06,0.010157,0.000316,0.007878,0.000639,0.000611,0.0,0.001947,0.207652,0.795068,0.005735,2.81849,0.183041,1.32185,0.74638,1e-05,2.1e-05,0.002311,1214.0
61123,0.0,807.499551,71.833719,37.116331,559.792103,2.229188,4.331079,0.0,48.538825,8.771798,11.64215,0.0,0.005866,6.101053,1.290607,45.875225,0.138,3.98915,0.410648,0.0,0.0,0.000395,1.6e-05,0.01152,8.9e-05,0.017258,0.000623,0.000235,4e-06,0.002276,0.081158,0.19322,0.005772,1.051259,0.368725,39.105054,0.418625,0.000693,7.4e-05,0.001438,776.25791
61131,0.0,4840.79,320.0012,132.7762,1051.246,13.45,360.489,0.0,94.7662,13.18328,193.3392,2.4285,1.0005,5.019,2.142,8.148,0.97235,2.235,0.1155,0.0,0.0,0.002737,1.1e-05,0.01974,0.000168,0.026808,0.004522,0.000536,3e-06,0.000867,0.245,4.07734,0.588253,6.7729,0.29986,6.01987,4.95142,0.000241,2.5e-05,0.005187,1889.0
61138,0.0,975.479648,70.843391,15.101613,464.203439,12.805855,69.465335,0.0,53.383717,6.330953,10.0666,0.0,0.0068,7.072,1.496,53.176,0.00116,4.624,0.476,0.0,0.0,0.001243,0.0,0.015004,0.00027,0.00726,0.00042,0.000645,0.0,0.001567,0.218917,0.23166,0.009367,2.924435,0.150697,0.474222,0.31043,2.3e-05,8e-06,0.002332,635.03709
61146,0.0,1741.97,53.703,126.308,1483.672,59.458,183.6929,0.0,17.255,7.9245,14.539,0.0,0.0,0.16,0.0175,0.0875,1.5065,0.38,0.0875,0.0,0.0,0.008156,7e-06,0.014439,0.000931,0.035008,0.003769,0.00292,1e-05,0.002496,0.29518,1.40543,0.032592,6.36015,0.65368,1.614862,2.14346,0.00019,5.7e-05,0.017642,1912.0
61147,21.45,4020.028902,315.985667,155.913223,1531.5265,14.725362,111.297502,3.7,236.651011,29.450497,47.578967,0.0,0.43,34.2,7.3,235.5,1.875,20.5,2.1,0.2,1.7,0.000347,0.0,0.06912,0.000102,0.030997,0.001959,0.000847,2.2e-05,0.004786,0.0276,0.477009,0.049363,4.232449,0.402234,1.77827,1.891875,5.2e-05,0.000462,0.023381,2191.30556
61149,0.0,3359.889287,146.971267,84.531,2558.361153,91.674,417.778,0.0,78.677894,34.477295,22.956265,0.0,0.009875,15.165923,3.480708,73.459589,0.25025,21.987341,0.682896,0.0,0.0,0.000839,2e-06,0.025867,0.000793,0.042208,0.001766,0.003105,2e-06,0.010326,0.63362,0.54167,0.063857,17.89636,0.991,2.21244,1.95902,8.6e-05,5.2e-05,0.015228,3316.75302
61154,0.0,2122.5,21.645,49.375,181.48,8.75,428.25,0.0,7.7415,3.393,6.045,0.0,0.0,0.0,0.0,0.0,0.75075,0.0,0.0,0.0,0.0,0.00037,3e-06,0.002914,0.000158,0.00891,0.001042,0.000426,5e-06,0.000734,0.0,1.65115,0.731705,6.091,0.0734,1.0305,1.44,6.4e-05,3.9e-05,0.004035,695.0
61158,21.45,2713.24,23.4545,366.435,2843.052,29.25,207.55,0.0,3.6695,9.0886,4.6412,0.0,0.0002,0.28,0.055,1.3832,0.87,0.2256,0.0138,0.0,0.0,0.004313,0.0,0.02019,0.000411,0.0507,0.00177,0.00194,2.3e-05,0.010265,1.0265,0.46729,0.015652,9.535,0.8189,4.4265,3.14658,0.002249,0.000583,0.010575,3503.0
61160,0.0,2515.20638,124.056439,141.6934,635.347488,63.303761,204.608863,0.0,41.091094,14.748091,53.777972,0.02,0.01,2.900343,1.278529,7.562658,1.191,4.287216,0.1835,0.11,0.0,0.00156,1.8e-05,0.008192,0.000381,0.037766,0.002329,0.003832,7e-06,0.001729,0.124887,0.597278,0.029945,4.697349,0.504928,3.975174,1.962542,9.8e-05,5.2e-05,0.018431,1177.98955
61165,0.0,2462.33,109.015,222.6155,1450.347,33.434,120.068,0.036,36.9843,29.139,26.4268,0.081,0.8917,23.012,6.0245,40.2292,0.891,18.2496,2.7483,0.387,0.036,0.003397,1e-06,0.016595,0.000546,0.114989,0.001967,0.001818,4e-06,0.005819,0.07857,0.50175,0.023715,4.58711,0.3764,4.75135,3.32738,0.000141,0.000103,0.016331,1946.0
61168,0.0,852.81,13.8919,29.255625,1402.982,23.896,148.889,0.0004,7.4155,2.97295,2.2084,0.0009,0.0109,1.8068,0.3998,7.5372,0.0099,2.054,0.105,0.0043,0.0004,0.001653,0.0,0.009474,0.000464,0.016983,0.000862,0.001308,0.0,0.00338,0.305565,0.348084,0.011994,6.424975,0.294323,0.32387,0.615395,5.2e-05,2e-05,0.004523,1623.0
61173,0.0,638.33,3.2154,39.834625,857.057,36.498,109.378,0.0,0.0688,1.1192,0.5078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004438,0.0,0.003401,0.000588,0.003785,0.000452,0.00101,0.0,0.001373,0.15083,0.635434,0.020341,3.51736,0.256623,0.65512,0.56211,5e-05,8.7e-05,0.012924,1055.0
61177,11.968,881.93,0.005,0.008,22.835,0.015,199.7724,0.0,0.00084,0.00093,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,2.1e-05,1e-06,4e-06,0.0,1e-06,8e-05,1.20016,0.580011,4.403502,0.00011,0.60002,0.60191,0.0,0.0,3.5e-05,235.0
61179,0.0,2356.61,196.4583,60.771875,759.257,19.521,89.5482,0.008,131.16065,20.251,31.3655,0.018,0.198,4.9152,1.2981,7.8745,0.498,3.9256,0.6105,0.086,0.008,0.004551,1e-06,0.01308,0.000217,0.031143,0.000801,0.001076,3e-06,0.002894,0.148495,0.258234,0.008778,3.46588,0.191173,1.14682,0.76877,0.000114,2.9e-05,0.00579,1133.0
61180,0.0,1178.51,84.4202,85.6052,642.789,0.0,19.409,0.0,25.9237,5.84468,43.4617,0.0,0.0,0.0,0.0,0.0,1.2285,0.0,0.0,0.0,0.0,0.0011,5e-06,0.003984,0.000183,0.010431,0.002398,0.000483,1.1e-05,0.000531,0.00375,2.27807,0.006135,1.24366,0.130615,1.744074,1.83102,0.000119,4.2e-05,0.009299,852.0
61182,4.29,1657.220765,109.664787,112.248668,647.742358,22.137828,48.594749,0.020599,57.303769,17.404698,23.828732,0.046347,0.514915,17.910328,4.458969,60.130399,0.509815,13.458309,1.901893,0.221435,0.020599,0.000464,1e-06,0.013083,0.00012,0.073769,0.002002,0.001055,2e-06,0.002857,0.044018,0.821371,0.057385,3.070553,0.269883,0.479557,1.238002,4.3e-05,7.4e-05,0.005865,944.70334
61183,6.435,2312.17,154.568,101.248,870.9851,24.43,117.7174,0.41,74.7923,21.0574,42.3645,0.03,0.3834,28.011,13.618,60.558,0.36,17.292,1.238,2.33,0.325,0.00025,0.0,0.008534,0.000108,0.047128,0.001513,0.004308,1e-05,0.003392,0.10337,1.2034,0.076615,5.22751,0.3572,6.6279,1.25163,6.4e-05,8e-05,0.011198,1280.0
61199,0.0,2628.26,138.5444,228.0445,1241.048,10.394,113.274,0.0,82.4456,19.666,26.726,0.0,0.01,14.0,2.75,69.16,1.465,11.28,0.69,0.0,0.0,0.00117,5e-06,0.021848,0.000433,0.029112,0.001909,0.001273,1.9e-05,0.00338,0.19202,0.534916,0.01809,3.78054,0.366812,2.09172,2.09752,0.001255,0.000341,0.008332,1740.0
61202,0.0,827.9925,45.81075,40.261,427.60375,17.21725,63.2195,0.0,13.4075,2.456325,27.1582,0.0,0.0002,0.208,0.044,1.564,0.165,0.136,0.014,0.0,0.0,0.002444,0.0,0.017202,0.000367,0.003932,0.00101,0.000429,3e-06,0.000675,0.183573,1.730765,0.014103,1.65653,0.199213,1.377153,0.98495,2.6e-05,5e-06,0.005581,695.25
61211,0.0,254.46,0.048,0.912,150.384,1.728,62.428,0.0,0.0732,0.0948,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.000619,1.1e-05,0.001248,6.5e-05,5.5e-05,0.0,4.8e-05,0.02736,0.31296,0.145528,1.47104,0.01368,0.15408,0.17976,3e-06,2e-06,7.2e-05,218.0
61214,0.0,2066.12,113.323,68.5425,1063.565,19.64,190.903,0.0,77.52435,10.5713,20.9652,0.012,0.0144,10.1244,2.4714,69.2724,0.5549,6.1368,0.6288,0.066,0.0,0.00112,3e-06,0.021874,0.00018,0.015606,0.001401,0.001191,4e-06,0.002247,0.21896,0.491675,0.008413,2.16459,0.15859,3.47784,1.00179,0.000157,4.9e-05,0.006714,1469.5
61215,0.0,525.253577,20.669715,22.073414,256.512361,7.3795,60.586857,0.0,7.995508,3.157829,6.243321,0.0108,0.023,1.3465,0.4706,3.3334,0.26895,1.8286,0.1127,0.0,0.0,0.000302,1e-06,0.003601,0.000114,0.005757,0.000484,0.000398,2e-06,0.00044,0.031806,0.233394,0.004006,0.686267,0.064198,1.345347,0.36244,3.2e-05,4.9e-05,0.002185,374.21429
61216,0.0,1765.29001,146.461033,26.383367,194.066501,23.145834,101.230669,0.06,27.5249,87.32528,29.5915,0.0,0.0756,11.5306,5.4754,29.2354,0.0,74.7152,2.764,0.0,0.0586,3.5e-05,0.0,0.023632,0.000146,0.008351,0.000353,0.000611,0.0,0.0014,0.012083,0.206103,0.008308,2.307818,0.314507,0.017505,0.624003,1.5e-05,3.7e-05,0.00432,495.16667
61217,0.0,2258.6,57.5,101.431,950.63,0.0,330.11,0.0,19.079,7.22,18.4295,0.0,0.0,0.0,0.0,0.0,1.5506,0.0,0.0,0.0,0.0,0.00081,7e-06,0.00459,0.000291,0.024259,0.003312,0.000661,1.3e-05,0.000804,0.0044,2.0908,0.5309,5.5078,0.1209,1.997,2.1722,0.000161,6.8e-05,0.00881,1440.0
61218,23.054679,662.388617,41.765,26.604977,311.591112,0.15,5.124318,0.0,11.9985,4.243,21.915,0.0055,0.0226,0.8657,0.1764,0.5045,0.33035,0.3046,0.0014,0.0,0.0,0.000444,1e-06,0.001459,4e-05,0.009003,0.000877,0.000162,3e-06,0.000327,0.0,0.311893,0.004208,0.428039,0.062225,0.718691,0.471868,1.9e-05,2.5e-05,0.003016,409.7727
61230,0.0,3028.223,159.859749,217.214486,777.607131,22.462231,176.972754,0.032707,83.746587,17.221467,49.418459,0.267762,0.768267,7.279948,1.934445,41.129668,0.627485,3.487624,0.422414,0.032707,0.021805,0.001059,0.0,0.014097,0.000272,0.052066,0.003408,0.001162,8e-06,0.002673,0.05818,0.791448,0.025198,4.492777,0.591315,2.656426,2.305964,5.6e-05,0.000158,0.019836,1394.30379
61231,0.0,3757.795156,182.400586,308.256656,3093.893842,60.745,215.751971,0.0,112.994556,17.73958,36.958797,0.0,0.0,0.162,0.06,0.228,1.612447,0.732,0.006,0.0,0.0,0.001996,4.5e-05,0.027887,0.000742,0.220093,0.003436,0.00225,5e-05,0.009525,0.350282,0.891356,0.039335,13.374548,0.757712,4.802743,3.077339,0.000301,0.000832,0.019105,3883.03123
61232,0.0,63.57,0.096,0.459,1089.718,0.096,14.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,3.8e-05,1.6e-05,0.000126,1.7e-05,4e-05,0.0,9.3e-05,0.03582,0.05897,0.000201,0.12618,0.02651,0.01441,0.00927,2e-06,1e-06,4.5e-05,1111.0
61239,0.0,1295.748723,59.805,10.052,227.7206,27.381,179.534783,0.0,2.6016,0.7376,52.3455,0.0,0.0,0.0,0.0,0.0,0.00136,0.0,0.0,0.0,0.0,3.8e-05,0.0,0.001334,7.9e-05,0.002375,0.000255,0.000104,0.0,0.000328,0.021705,0.958392,0.314209,3.535711,0.119292,0.387452,0.584369,1.5e-05,2.2e-05,0.001784,498.60369
61244,0.0,1227.793142,44.697011,98.163651,911.875533,15.280162,105.660747,0.016599,14.839859,10.816268,11.815935,0.037347,0.411015,10.366328,2.732969,17.880399,0.410815,8.186309,1.258893,0.178435,0.016599,0.000212,0.0,0.003944,0.00016,0.056311,0.000969,0.001064,2e-06,0.004028,0.1525,0.307424,0.018502,4.559573,0.233506,0.445498,1.01576,5.4e-05,5.2e-05,0.006268,1178.67982
61252,0.0,1152.619115,47.903019,104.194109,1224.180111,26.618266,73.160707,0.0,21.101262,7.304559,11.882331,0.0,0.0002,0.289,0.074,1.678,1.117,0.502,0.017,0.0,0.0,0.001206,5e-06,0.011191,0.000476,0.018931,0.001717,0.000993,1e-05,0.002319,0.352731,0.534764,0.018294,3.66975,0.29187,0.969325,1.250884,0.000376,0.000156,0.012552,1481.85583
61257,0.0,738.15,34.355,7.065,175.06,19.315,99.175,0.0,1.569,0.619,29.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.00111,6.9e-05,0.002892,0.000173,0.000216,0.0,0.001044,0.01875,0.0874,0.004785,1.5515,0.14355,0.03435,0.22205,6e-06,1.7e-05,0.001052,335.0
61258,6.435,1978.073902,144.253967,100.52746,543.466075,20.161675,51.565927,0.41,64.374611,22.652397,40.160767,0.03,0.39195,26.3205,13.429,49.6815,0.3615,19.6035,1.06775,2.33,0.325,0.000287,0.0,0.010972,5.6e-05,0.043612,0.001754,0.003923,1e-05,0.002161,0.00996,1.342998,0.078109,3.011708,0.362785,6.594146,1.295793,6.4e-05,7.6e-05,0.011672,879.80556
61259,0.0,3166.156154,223.184388,142.486466,821.943743,18.349144,147.88743,0.41,100.2361,26.186994,81.831347,0.03,0.3851,31.615,14.2725,69.2416,0.58,20.7328,1.3519,2.33,0.325,0.001307,0.0,0.01224,0.000155,0.042971,0.001918,0.004035,1.3e-05,0.002811,0.241441,2.124749,0.019386,3.565526,0.305274,7.770655,2.122794,7.8e-05,8.5e-05,0.015787,1378.75707
61265,21.45,529.71,34.318,4.262,717.201,4.456,14.0342,0.0,24.2673,4.1355,5.9433,0.0,0.0034,4.7735,0.94,23.5334,0.0,3.8962,0.2351,0.0,0.0,4.8e-05,0.0,0.005645,2.9e-05,0.001423,0.000209,0.000117,0.0,0.000378,0.02351,0.09839,0.002859,0.66812,0.05351,0.44147,0.13121,2.5e-05,4e-06,0.000951,797.0
61267,0.0,2213.05,163.6845,179.090625,1058.06,2.68,6.495,0.0,91.5045,29.315,30.7175,0.0,0.01,10.4,2.2,78.2,0.69,6.8,0.7,0.0,0.0,0.000841,8e-05,0.019405,0.000173,0.083791,0.003028,0.000739,1.9e-05,0.011093,0.09835,0.41767,0.015155,3.8544,0.315115,1.19935,1.8921,0.000454,0.000366,0.00559,1415.0
