Recipe_id,alcohol,energia,grasa,proteina,agua,fibra,carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc),Total_Grams
1,3.575,35.09,0.052,0.188,35.081,0.032,2.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.0,3.9e-05,6e-06,6e-05,5e-06,1.9e-05,0.0,1.4e-05,0.01224,0.00224,3.7e-05,0.03581,0.00232,0.00427,0.00319,1e-06,0.0,0.0,42.0
5,0.0,103.252526,5.622834,1.402017,38.449477,3.532494,10.663666,0.0,1.943786,0.233999,2.676944,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,7e-06,0.0,0.000843,1.3e-05,0.000526,6e-05,6.4e-05,0.0,0.000185,0.0049,0.035885,0.000524,0.178044,0.031209,0.008544,0.040281,3e-06,1e-06,0.000351,58.33445
8,0.0,44.9375,0.373438,2.30625,155.175,4.21875,7.909375,0.0,0.0275,0.220813,0.103063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1e-05,0.0,0.002456,7.5e-05,0.000697,0.000173,0.000119,0.0,0.000121,0.051094,0.12275,0.004634,0.260313,0.039056,0.009669,0.051344,3e-06,1e-06,0.000601,210.625
10,0.0,601.0,3.17,30.55,944.35,8.75,110.3,0.0,1.0,0.225,0.935,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.000232,0.0,0.000925,0.000133,0.0098,0.001365,0.000565,2e-06,0.001855,0.1321,0.88,0.00229,2.2595,0.1972,0.3945,0.744,4.2e-05,1.1e-05,0.003215,1100.0
27,0.0,1658.207052,153.715161,12.688162,173.427907,5.849558,59.213363,0.0,106.960332,19.628005,24.197162,0.0,0.014116,18.026196,3.775786,104.405382,0.062563,16.372766,0.979898,0.0,0.0,0.00013,1e-06,0.021679,5.6e-05,0.004717,0.000166,0.000219,0.0,0.00025,0.02601,0.08345,0.00266,0.555276,0.045692,1.049754,0.180909,1e-05,3.1e-05,0.001117,404.92792
29,0.0,1303.33332,3.0,24.666666,1009.666667,0.666667,288.666664,0.0,0.766667,1.066667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,6.7e-05,0.010333,0.0001,0.000167,0.0,0.001,0.001667,0.086667,0.003167,0.496667,0.07,0.053333,0.36,7e-06,3.3e-05,0.000767,1333.33333
36,0.0,796.037122,43.452867,65.952821,198.691612,2.7,34.425,0.0,17.045458,6.037656,14.421655,0.02175,0.02175,2.42175,1.0365,5.55075,0.750609,1.4745,0.11175,0.0825,0.0,0.000374,4e-06,0.002528,0.00011,0.013855,0.001052,0.001052,5e-06,0.000663,0.0,0.131134,0.005761,0.523388,0.055968,2.344429,0.54912,5e-05,5.4e-05,0.004304,353.6598
43,0.0,1427.005817,116.513976,70.240896,585.467807,8.003462,26.329665,0.0,32.341532,3.617767,73.979378,0.0,0.0,0.0,0.0,0.0,0.374107,0.0,0.0,0.0,0.0,0.001169,9e-06,0.0031,0.000123,0.010695,0.002129,0.000471,5e-06,0.000502,0.012157,2.661142,0.004903,1.879465,0.185774,5.725088,1.845062,0.000115,3.2e-05,0.007573,840.47184
50,0.0,510.0325,53.297975,8.437031,57.7505,0.50025,0.5075,0.0,35.85525,6.245825,9.623175,0.0,0.0046,6.134,1.21825,32.582,0.25025,4.808,0.31825,0.0,0.0,0.000185,1e-06,0.006928,4.7e-05,0.002602,0.000311,8e-05,2e-06,8.9e-05,0.016308,0.055349,0.001971,0.155593,0.011146,0.191183,0.136898,1.5e-05,7e-06,0.000916,120.75
51,0.0,686.78237,61.393619,17.454238,504.784959,5.772688,14.201002,0.115625,46.450225,5.274798,8.5924,0.0,0.005866,6.101053,1.290607,45.875225,0.121875,3.9904,0.413148,0.000625,0.100625,0.000303,0.0,0.014499,0.000125,0.003626,0.00014,0.000221,4e-06,0.000175,0.08355,0.191391,0.00613,0.693199,0.055506,0.372169,0.36921,6.6e-05,1.7e-05,0.002142,603.82838
52,0.0,379.692886,7.568778,12.028687,35.270943,5.199375,63.506967,0.003664,2.598754,1.667731,2.534437,1.6e-05,0.0033,0.15376,0.05508,1.37064,0.00572,0.55612,0.00302,0.00012,0.001244,3.9e-05,1e-06,0.001345,3e-05,0.003757,0.000205,0.000254,0.0,0.000112,0.00459,0.110551,0.002661,0.176134,0.043404,0.677052,0.140707,9e-06,3.5e-05,0.000861,124.51111
53,0.0,166.3075,15.30795,2.907813,114.1525,1.131,4.6315,0.0,11.752725,1.139075,2.1417,0.0,0.0015,1.56,0.33,11.73,0.0004,1.02,0.105,0.0,0.0,0.000189,0.0,0.002787,2.3e-05,0.000446,0.000165,8.5e-05,0.0,0.00011,0.035584,0.111325,0.003519,0.434355,0.085862,0.277535,0.065208,6e-06,1e-06,0.000301,138.0
56,0.0,134.015371,12.646535,1.860517,123.374715,5.853729,3.478068,0.0,3.189536,8.001495,1.341085,0.0,0.01125,0.7925,0.41375,3.5075,0.0,7.19125,0.2,0.0,0.005,2e-06,0.0,0.007167,1.6e-05,0.000456,2.5e-05,2.9e-05,0.0,5.9e-05,0.00429,0.042041,0.004499,0.199362,0.020878,0.304433,0.035818,5e-06,0.0,8e-05,149.15641
61,7.15,336.669995,5.1523,48.811874,536.912325,2.637,12.279333,1.233333,0.60355,2.416,1.558833,0.0,0.133333,1.0405,0.248333,0.357,0.625,0.216333,0.0015,0.066667,0.566667,0.000267,0.0,0.005711,6.5e-05,0.011011,0.000653,0.000312,7e-06,0.001541,0.05119,0.102769,0.014428,1.580237,0.134997,0.631855,0.5927,8e-06,0.000152,0.007506,626.33332
68,5.3625,1613.028902,107.064417,50.325723,306.8415,10.225362,102.576002,0.0,78.349886,12.451997,15.487092,0.0,0.009375,9.78375,2.075,73.36,0.101312,6.5275,0.6575,0.0,0.0,0.000338,7e-06,0.021849,9.7e-05,0.017737,0.000391,0.000251,0.0,0.001243,0.028225,0.187169,0.010271,1.073994,0.109067,0.74377,0.57871,3.4e-05,8.8e-05,0.002474,588.30556
72,0.0,465.346321,38.367149,29.159447,212.757645,2.085188,1.126002,0.0,12.583417,4.2815,15.296917,0.0,0.0,0.0,0.0,0.0,0.860667,0.0,0.0,0.0,0.0,0.00082,7e-06,0.003509,0.000179,0.008864,0.001057,0.000293,5e-06,0.0003,0.079237,0.218908,0.0076,0.616365,0.036842,0.429596,0.468524,4.6e-05,2.5e-05,0.003174,283.37043
73,0.0,466.026321,38.371149,29.175447,216.389645,2.089188,1.270002,0.0,12.583417,4.2815,15.296917,0.0,0.0,0.0,0.0,0.0,0.860667,0.0,0.0,0.0,0.0,0.00082,7e-06,0.003511,0.00018,0.008868,0.001057,0.000295,5e-06,0.000302,0.080717,0.219188,0.007604,0.621285,0.037082,0.429636,0.468804,4.6e-05,2.5e-05,0.003174,287.37043
84,5.3125,1248.594775,34.526472,19.308583,124.87385,18.439354,192.967015,0.0,19.539065,7.939044,4.368591,0.0,0.01875,1.8625,0.675,17.0625,0.187688,6.9125,0.03125,0.0,0.0,0.0001,1e-06,0.015575,8.8e-05,0.005558,0.000758,0.000226,1e-06,0.000227,0.035803,1.488288,0.49707,4.436305,0.185324,0.583185,0.947189,1.2e-05,1.2e-05,0.003361,396.30337
92,0.0,1584.49551,117.385517,3.75,42.492503,1.3125,131.206983,0.0,83.427144,14.01811,20.046015,0.0,0.01175,16.450423,3.231333,81.265089,0.0,13.254341,0.810771,0.0,0.0,4e-06,0.0,0.014213,9e-06,0.000225,1.9e-05,3.8e-05,0.0,7.5e-05,0.0,0.635497,0.303801,2.351906,0.00825,0.315311,0.358811,4e-06,3e-06,0.000225,297.10671
97,0.0,1054.9,30.663,49.978,665.145,13.575,143.5825,0.0,10.4425,4.6567,8.223,0.0,0.0,0.0,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0005,5e-06,0.002939,0.000152,0.010677,0.002062,0.000505,8e-06,0.000476,0.012125,1.61575,0.304971,3.5404,0.0982,0.896025,1.27565,0.000132,4.6e-05,0.005878,890.0
98,0.0,4280.1,287.55,64.85,567.35,17.5,357.5,0.0,88.8715,13.127,170.6845,0.0,0.0,0.0,0.0,0.0,0.5142,0.0,0.0,0.0,0.0,0.002292,5.4e-05,0.00925,0.000124,0.00309,0.000565,0.000545,1e-06,0.001045,0.0,0.3142,0.01096,0.9949,0.1509,4.957275,0.7548,9.5e-05,4e-05,0.00417,1310.0
107,0.0,580.29,21.9245,10.5355,268.9335,8.137,84.032,0.0,6.130125,1.36725,12.950375,0.0,0.0,0.0,0.0,0.0,0.03975,0.0,0.0,0.0,0.0,0.000194,5e-06,0.005822,7e-05,0.00197,0.000165,0.000134,0.0,0.00031,0.15444,0.169019,0.039573,0.892635,0.050302,0.553642,0.20616,3.3e-05,6e-06,0.000798,396.375
108,0.0,727.740625,24.999625,10.211187,248.594888,8.093,114.331619,0.0,7.796063,2.879569,14.139238,0.0,0.0,0.0,0.0,0.0,0.0371,0.0,0.0,0.0,0.0,0.000268,5e-06,0.002845,2.4e-05,0.001014,0.000161,0.000157,0.0,0.000264,0.009586,0.233001,0.086106,1.004555,0.037754,1.081887,0.218933,2.4e-05,6e-06,0.000833,409.5
109,0.0,2494.385225,154.400366,41.295345,301.463067,7.3105,236.053,0.0,49.842735,22.184674,72.862842,2.4775,1.4275,5.2925,2.52,5.88,0.346408,1.785,0.08375,0.0,0.0,0.001587,5e-06,0.011382,9.5e-05,0.006484,0.000758,0.000236,3e-06,0.000282,0.044248,1.881824,0.222009,2.652785,0.129665,2.091168,1.140188,4.4e-05,1.3e-05,0.004361,757.04148
1734,1.84125,86.05,4.24575,0.20585,28.9355,0.3015,8.47925,0.0,3.0175,0.507025,0.72505,0.0,0.000425,0.595,0.116875,2.9393,0.0,0.4794,0.029325,0.0,0.0,0.0,0.0,0.000566,1e-06,9.2e-05,8e-06,5e-06,0.0,2e-05,0.000862,0.005278,0.000246,0.037943,0.007918,0.681765,0.007995,1.2e-05,0.0,4.7e-05,45.75
6313,10.725,969.925074,61.404007,48.040697,441.789916,12.651199,37.514916,0.205,24.307011,9.314247,18.970842,0.015,0.19,12.25775,6.4425,17.0135,0.18,7.5815,0.50075,1.165,0.1625,0.000417,0.0,0.001274,4.4e-05,0.022766,0.00082,0.002021,5e-06,0.00146,0.05335,0.785059,0.050439,1.838913,0.193345,5.628173,0.58449,6.4e-05,3.8e-05,0.005625,622.52426
6320,0.0,683.579012,21.922922,50.040902,179.597179,18.762828,69.503749,0.000755,6.999005,4.911582,9.290031,0.0,0.094577,1.378269,0.321467,2.530416,0.109477,1.087316,0.053638,0.016988,0.005663,0.000458,0.0,0.001723,2.4e-05,0.019901,0.000486,0.000643,1.9e-05,0.000945,0.021994,0.812139,0.054728,1.378158,0.206384,0.946502,0.583067,1.5e-05,4.9e-05,0.003667,343.99208
6326,0.0,3790.18983,211.074556,113.794009,554.888634,19.083224,356.564702,0.418462,88.387841,28.313464,75.29891,0.030619,0.387843,24.980143,13.135626,34.671112,0.450368,15.289174,1.020639,2.378089,0.331708,0.000112,0.0,0.005164,0.000107,0.050694,0.00134,0.004006,1e-05,0.003114,0.016417,0.702104,0.086988,4.076104,0.241915,4.266178,1.458728,2.8e-05,0.000122,0.011325,1251.19862
6332,15.574776,969.785926,74.782328,42.266498,324.449505,0.222118,5.909784,0.0,53.018825,6.371798,14.50215,0.0,0.005866,6.101053,1.290607,45.875225,0.1498,3.98915,0.410648,0.0,0.0,2.2e-05,0.0,0.011012,2.7e-05,0.010336,0.000521,0.000195,2e-06,0.000576,0.030584,0.043473,0.00301,0.827655,0.085245,3.783379,0.39253,6.2e-05,2.3e-05,0.003199,479.72499
6351,0.0,1277.662868,41.095073,21.930319,851.01597,3.94117,202.145385,0.00056,13.609806,14.160585,11.477534,0.00126,0.01386,0.34272,0.09072,0.55048,0.01386,0.2716,0.042,0.00602,0.00056,0.001063,2e-06,0.007486,7.2e-05,0.011161,0.000256,0.000256,0.0,0.001105,0.176657,0.109236,0.002372,0.812398,0.092369,4.068098,0.323173,9.7e-05,2.5e-05,0.001134,1129.49727
6363,0.0,291.909862,1.32,38.343466,610.601494,0.0,30.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,1.9e-05,0.000614,0.001056,0.00033,1e-06,0.000132,0.0066,0.741409,0.00066,1.152717,0.071479,0.30329,0.5808,0.000107,1.8e-05,0.002679,680.62496
6371,0.0,422.40401,29.540608,13.030389,205.052313,8.693337,28.390204,0.01,8.854771,12.304921,7.611042,0.0,0.008,2.2625,0.8625,6.7405,0.0275,9.7565,0.4045,0.0,0.0075,0.000547,0.0,0.002917,5.2e-05,0.003711,0.000234,0.000167,0.0,0.000929,0.079008,0.399389,0.009406,0.792182,0.094153,0.21578,0.284564,8e-06,8e-06,0.002102,287.00452
6388,0.0,175.87,2.36432,3.22795,15.13967,0.5848,34.7672,0.0,0.633638,0.197964,1.251114,0.0,0.0,0.0,0.0,0.0,0.003604,0.0,0.0,0.0,0.0,8.5e-05,0.0,0.000344,2.5e-05,0.001392,1.9e-05,4.4e-05,0.0,0.000131,0.019056,0.025817,0.001012,0.124198,0.007812,0.021099,0.048092,1e-06,4e-06,0.000163,56.06667
6393,0.0,537.832473,0.528,1.934125,248.132575,1.085125,131.049645,0.0,0.0342,0.034638,0.005688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000186,0.0,0.000455,5.4e-05,0.000701,5.7e-05,0.000197,0.0,0.000129,0.103749,0.659467,0.304084,2.643156,0.024686,0.364641,0.337648,6e-06,3e-06,6.2e-05,385.47869
6394,0.0,815.368723,1.0,21.3,991.1,12.0,178.994483,0.0,0.33,0.456,0.168,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.000276,0.0,0.00125,0.000236,0.00225,0.00098,0.00085,1e-06,0.00046,0.305,1.403622,0.305651,4.371281,0.1245,0.556811,0.921811,9.2e-05,2e-05,0.00308,1204.60369
6451,0.0,977.687248,33.721848,50.835888,668.58797,18.358543,115.381294,0.0004,9.315623,5.817843,13.276501,0.51141,1.64955,4.55328,1.41885,3.80816,0.05074,0.518564,0.104154,0.0043,0.0004,0.005016,1e-06,0.011332,0.000689,0.014697,0.001377,0.00067,1e-06,0.001295,0.142294,1.478475,0.016287,3.091039,0.356704,2.390791,0.926794,8.1e-05,6.3e-05,0.006671,903.61552
6459,0.0,331.52,2.0638,17.51125,1906.174,16.572,59.758,0.0,0.0818,0.916,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001757,0.0,0.002216,0.000396,0.006196,0.000536,0.0007,0.0,0.001879,0.19224,0.364258,0.008044,3.16576,0.270546,0.78464,0.35912,4.4e-05,8e-06,0.002626,2007.0
6480,4.29,2614.353334,191.56279,175.37055,1170.63675,18.746848,42.494403,0.033197,98.867976,37.771143,40.212538,0.074694,0.831629,34.691799,8.344367,103.265957,0.821629,30.458234,3.179786,0.356869,0.033197,0.00317,1e-06,0.022006,0.000234,0.110987,0.002509,0.001284,3e-06,0.005183,0.072387,0.414698,0.015488,4.556763,0.296105,4.985577,1.777776,0.000139,0.000108,0.010003,1610.93803
6489,15.574776,2109.248964,177.542586,89.128196,719.225203,5.946412,14.387227,0.418462,95.015277,22.784213,46.496044,0.030619,0.393709,31.081196,14.426233,80.546336,0.36743,19.278324,1.431287,2.378089,0.331708,0.001145,0.0,0.013564,0.000116,0.042057,0.001204,0.003715,1e-05,0.002471,0.262264,0.17151,0.012155,2.793751,0.182434,7.713726,0.987675,6e-05,7.3e-05,0.010112,1031.32895
6497,7.425,744.3175,44.1092,61.36975,401.66375,2.3155,12.581,0.0,25.289475,5.336675,12.426825,0.0,0.002125,2.975,0.584375,14.6965,0.214,2.397,0.146625,0.0,0.0,1e-06,0.0,0.003419,4.1e-05,0.015707,0.0007,0.000223,3e-06,0.00094,0.008678,0.071488,0.002792,1.028058,0.0702,0.277138,0.634835,3.4e-05,3.4e-05,0.004539,534.25
6504,0.0,1993.226316,142.956649,146.368613,705.368709,4.958688,31.540502,0.0216,43.445425,16.19901,69.7705,0.79935,2.94595,19.6952,5.51795,26.9464,0.7304,11.0661,1.73595,0.2322,0.0216,0.001616,1.6e-05,0.0077,0.000169,0.071212,0.001614,0.000727,4e-06,0.003061,0.098342,1.380213,0.010645,2.437039,0.187457,1.926212,1.76366,7.8e-05,8.2e-05,0.011072,1039.70376
6505,0.0,3424.325975,243.288421,175.655872,736.348867,14.163565,130.857448,0.82,103.284484,38.812069,75.857893,0.06,0.7675,49.695,26.01,74.765,0.72,32.725,2.0125,4.66,0.65,0.000671,0.0,0.011976,0.000141,0.080857,0.002582,0.007272,2e-05,0.003783,0.191628,1.084483,0.328709,7.025226,0.362534,11.595198,2.264646,5.9e-05,0.000142,0.020534,1359.3523
6559,0.0,879.114723,25.02216,13.3718,75.98116,58.4686,149.735663,0.0,3.89296,5.34706,11.1753,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,0.0,0.0,7.9e-05,0.0,0.000286,3e-06,0.009547,0.00067,6.6e-05,0.0,7.2e-05,0.000457,0.795678,0.308299,4.333281,0.267311,0.440864,0.529934,2e-06,3e-06,0.000772,264.80369
6563,110.205278,778.916786,0.078118,0.312473,566.450705,0.078118,2.81226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,3.1e-05,1.2e-05,7.8e-05,8e-06,3.1e-05,0.0,3.9e-05,0.028904,0.023985,0.000387,0.096086,0.038315,3.668826,0.035223,5.7e-05,1e-06,0.0,693.26137
6577,0.0,286.275,0.3031,5.7186,257.8615,1.25,64.7675,0.0,0.0166,0.01889,0.03285,0.0,0.0,0.0,0.0,0.0,0.00301,0.0,0.0,0.0,0.0,5e-06,0.0,0.00014,4.2e-05,0.000776,0.000269,0.000126,0.0,0.000119,0.032755,0.486495,0.145655,1.76705,0.037492,0.23555,0.30515,2.5e-05,4e-06,0.000731,330.0
6578,110.925,1164.75,0.0,4.8,1382.725,9.5,91.75,0.0,0.26125,0.361,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000219,0.0,0.00095,0.000176,0.002225,0.000642,0.000575,0.0,0.000485,0.2375,0.561,0.152425,2.8715,0.157,0.18575,0.433,1e-05,8e-06,0.001555,1600.0
6592,53.940559,383.502901,0.051917,0.20767,154.537649,0.051917,1.869027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,2.1e-05,8e-06,5.2e-05,5e-06,2.1e-05,0.0,2.6e-05,0.019209,0.003634,0.000213,0.067088,0.003115,0.002134,0.011709,1e-06,1e-06,0.0,213.41611
6600,211.903571,2073.448381,18.780411,18.443881,1730.541922,84.289028,86.872499,0.0,1.570699,6.897923,6.198941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000189,0.0,0.001921,0.000216,0.014123,0.000908,0.000542,0.0,0.000627,0.275325,0.417372,0.012697,4.262297,0.43895,0.122047,0.512413,8e-06,8e-06,0.001837,2084.44666
6608,1.60875,2154.991667,160.901665,108.066801,807.980241,18.758574,66.848732,0.418462,76.62143,25.490036,45.116549,0.030619,0.391593,30.425143,14.279376,61.371862,0.36743,21.118924,1.279389,2.378089,0.331708,0.000375,0.0,0.006422,0.000257,0.041089,0.001238,0.00406,1e-05,0.002353,0.127996,0.34001,0.01707,3.627085,0.259082,5.661552,1.219983,3.6e-05,0.000121,0.016582,1168.89796
6609,0.0,3168.702586,137.69825,120.695091,1519.207192,11.190112,356.524283,0.418462,60.633539,21.141637,41.376182,0.030619,0.389343,27.080143,13.548126,45.045112,0.36743,16.981174,1.124139,2.378089,0.331708,0.000158,0.0,0.003743,0.000162,0.052321,0.0013,0.004,1e-05,0.003136,0.040034,0.612495,0.036777,3.058894,0.306684,11.082756,1.40987,0.000129,0.000125,0.012392,2164.13536
6618,0.0,445.8775,24.93175,4.47375,353.80325,9.06,50.65,0.0,10.043188,1.690475,12.183513,0.0,0.0007,0.98,0.1925,4.8412,0.033125,0.7896,0.0483,0.0,0.0,0.000203,4e-06,0.002039,5.7e-05,0.002126,0.000205,0.000162,0.0,0.001292,0.02745,0.057055,0.00193,0.943188,0.117452,2.86517,0.094885,5.1e-05,3e-06,0.000763,449.75
6630,0.0,1042.496122,62.44149,6.617511,442.345988,14.841027,113.760733,0.0,43.955502,5.755502,9.23,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.004109,0.0,0.004991,0.000129,0.002854,0.000269,0.000544,1e-06,0.000978,0.05855,0.34096,0.062368,2.353256,0.09092,0.52036,0.253805,5.3e-05,9e-06,0.001405,645.50229
6637,0.0,473.099187,38.865108,9.394129,242.633399,6.550167,21.802094,0.0,26.657286,3.50137,6.027335,0.0,0.00125,1.3,0.275,9.775,0.162625,0.85,0.0875,0.0,0.0,0.000388,1e-06,0.004789,0.000115,0.003365,0.000264,0.000266,1e-06,0.000471,0.104096,0.155375,0.005627,1.10621,0.075796,3.904707,0.182739,7.9e-05,6e-06,0.001405,329.52867
6654,0.0,249.595,10.09461,6.77375,587.879,10.6785,32.136753,0.0,5.534338,2.2157,1.6712,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0,9.8e-05,0.0,0.005607,0.000155,0.003117,0.00039,0.000302,0.0,0.00036,0.15463,0.218992,0.004896,1.20938,0.062017,0.25636,0.18484,3.4e-05,4e-06,0.001379,648.75
6666,0.0,2500.829441,165.167386,150.782184,622.757494,7.848848,101.808614,0.0,88.098349,42.537189,27.487916,0.0,0.009875,13.859173,2.728208,68.345089,0.323613,11.291841,0.682646,0.0,0.0,0.000418,0.000133,0.054672,0.000173,0.078869,0.000842,0.000519,2.8e-05,0.003044,0.08795,0.224845,0.008428,2.565175,0.241894,5.975769,0.249285,0.000287,0.000349,0.007653,1060.52598
6667,0.0,1082.895271,48.293047,91.569687,460.551858,9.842451,69.273303,0.016599,15.566944,11.536535,14.625262,0.037347,0.410815,10.158328,2.688969,16.316399,0.421415,8.050309,1.244893,0.178435,0.016599,0.000232,2e-06,0.003367,8.4e-05,0.04941,0.000807,0.000805,2e-06,0.00217,0.010374,0.072111,0.005665,1.219688,0.158765,4.050739,0.760939,8.6e-05,4.2e-05,0.005831,688.8675
6676,0.0,758.772128,25.634759,39.114121,409.192602,5.866543,90.886249,0.0,8.334323,5.601893,6.941701,0.0,0.0,0.0,0.0,0.0,0.505729,0.0,0.0,0.0,0.0,0.000364,3e-06,0.002669,0.000111,0.008097,0.001118,0.000383,4e-06,0.00031,0.002635,0.463195,0.005425,0.826471,0.085057,1.467156,0.642535,8.1e-05,6.9e-05,0.003742,579.07105
6684,0.0,486.658,19.94492,9.65532,58.968,2.546,66.7318,0.0,5.90072,1.182608,11.23692,0.0,0.0,0.0,0.0,0.0,0.131908,0.0,0.0,0.0,0.0,0.000205,4e-06,0.000876,3e-05,0.001796,0.000184,8.7e-05,1e-06,0.000188,0.001604,0.232688,0.088727,0.844812,0.027766,1.001474,0.216796,1.8e-05,1.4e-05,0.000798,161.2
6704,0.0,1004.17327,95.945792,36.13405,223.682165,3.257837,1.294003,0.0,58.017048,11.783729,18.58025,0.0,0.0,0.0,0.0,0.0,0.240307,0.0,0.0,0.0,0.0,0.000595,3e-06,0.005122,0.000159,0.012723,0.000523,0.0003,1e-06,0.000765,0.067022,0.200417,0.004365,0.698314,0.062368,0.409978,0.415982,3.4e-05,2.3e-05,0.00263,362.53685
6705,0.0,434.576597,35.156666,23.868992,111.916809,7.396723,6.253287,0.0004,22.789099,3.960545,6.14819,0.0009,0.0099,0.2994,0.0963,0.60761,0.04281,0.64193,0.03,0.0043,0.0004,0.000738,0.0,0.003666,1.9e-05,0.004249,0.000276,0.000135,0.0,0.000349,0.004228,0.103568,0.004806,0.793379,0.051963,0.224444,0.100358,1.5e-05,3e-06,0.00128,187.74947
6708,0.0,303.04,5.6849,53.815625,292.029,1.198,8.303,0.555,1.72369,0.45242,2.71027,0.0,0.0,0.0,0.0,0.0,0.59242,0.006,0.012,0.003,0.483,3.6e-05,1e-06,0.008914,4e-05,0.009812,0.000322,0.000141,2.1e-05,0.000229,0.00408,0.256544,0.005192,1.09008,0.108973,0.99212,0.56474,0.000281,7.4e-05,0.004692,362.0
6709,0.0,164.775,2.45,5.0985,575.501,11.0055,30.188,0.0,0.77975,0.62985,0.39575,0.0,0.0001,0.14,0.0275,0.6916,0.0,0.1128,0.0069,0.0,0.0,0.004324,0.0,0.002538,0.000131,0.003222,0.000224,0.000359,0.0,0.000939,0.094621,0.181321,0.001889,1.377105,0.070768,0.270195,0.12655,2.1e-05,6e-06,0.001012,630.5
6712,2.9172,326.75,10.91825,45.025312,260.156,0.263,6.444,0.4625,3.21379,0.60842,6.09147,0.0,0.0,0.0,0.0,0.0,0.50552,0.005,0.01,0.0025,0.4025,9e-05,2e-06,0.007429,3.4e-05,0.008076,0.000283,0.000125,1.8e-05,0.000168,0.008395,0.21372,0.004607,0.923475,0.094093,0.748215,0.47336,0.000229,6.1e-05,0.00391,327.0
6716,15.574776,214.889756,0.7888,20.239774,259.809361,0.5,4.008724,0.2072,0.2328,0.17,0.142,0.0,0.0,0.0,0.0,0.0,0.2184,0.00224,0.00448,0.00112,0.18032,7e-06,0.0,0.003387,1.4e-05,0.003807,0.000209,7.4e-05,8e-06,0.000122,0.00084,0.121685,0.003393,0.56191,0.060378,0.21772,0.238869,0.000101,2.8e-05,0.001917,300.52419
6717,0.0,1157.800021,7.921788,187.127271,2366.515249,10.992295,80.374416,1.85,2.01827,1.773664,1.098967,0.0,0.0,0.135,0.05,0.19,1.95,0.63,0.045,0.01,1.61,0.00103,0.0,0.03465,0.000448,0.039473,0.001469,0.001227,7e-05,0.001914,0.631381,0.969234,0.021031,6.262337,0.475646,2.509548,2.062202,0.000941,0.00026,0.016659,2704.64712
6718,15.574776,1966.149236,140.935655,139.479997,737.490636,2.266994,9.603213,0.016599,83.397599,22.073624,28.129173,0.037347,0.42069,23.983751,5.404677,84.613988,0.828144,19.18965,1.926289,0.178435,0.016599,0.000488,4.1e-05,0.018722,0.000138,0.056642,0.00083,0.000549,6e-06,0.002351,0.119725,0.422849,0.014974,2.186167,0.296323,4.711352,1.241415,0.000292,9.8e-05,0.007129,1058.70616
