,Recipe_id,alcohol,energia,grasa,proteina,agua,fibra,carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc),Total_Grams,grasa_cals_pctg,proteina_cals_pctg,carbos_cals_pctg
0,1,3.575,35.09,0.052000000000000005,0.188,35.080999999999996,0.032,2.2319999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999999e-05,0.0,3.9e-05,6e-06,5.9999999999999995e-05,5e-06,1.9e-05,0.0,1.4000000000000001e-05,0.012240000000000001,0.00224,3.7e-05,0.03581,0.00232,0.00427,0.0031899999999999997,1e-06,0.0,0.0,42.0,4.6,7.4,88.0
1,5,0.0,103.252526,5.622833999999999,1.402017,38.449477,3.5324940000000002,10.663666000000001,0.0,1.943786,0.23399899999999998,2.6769439999999998,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,7.000000000000001e-06,0.0,0.000843,1.3000000000000001e-05,0.000526,5.9999999999999995e-05,6.4e-05,0.0,0.000185,0.0049,0.035885,0.000524,0.178044,0.031208999999999997,0.008544,0.040281,3e-06,1e-06,0.00035099999999999997,58.33445,51.2,5.7,43.1
2,8,0.0,44.9375,0.373438,2.30625,155.175,4.21875,7.909375,0.0,0.0275,0.220813,0.10306300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1e-05,0.0,0.002456,7.5e-05,0.000697,0.000173,0.00011899999999999999,0.0,0.000121,0.051094,0.12275,0.004634,0.260313,0.039056,0.009669,0.05134400000000001,3e-06,1e-06,0.000601,210.625,7.6,20.9,71.5
3,10,0.0,601.0,3.17,30.55,944.35,8.75,110.3,0.0,1.0,0.225,0.935,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.00023199999999999997,0.0,0.000925,0.000133,0.0098,0.0013650000000000001,0.0005650000000000001,2e-06,0.001855,0.1321,0.88,0.00229,2.2595,0.1972,0.3945,0.7440000000000001,4.2e-05,1.1e-05,0.003215,1100.0,4.8,20.6,74.5
4,27,0.0,1658.207052,153.71516100000002,12.688162,173.427907,5.849558,59.213363,0.0,106.96033200000001,19.628004999999998,24.197162,0.0,0.014116,18.026196,3.775786,104.40538199999999,0.062563,16.372766,0.9798979999999999,0.0,0.0,0.00013000000000000002,1e-06,0.021679,5.6000000000000006e-05,0.004717,0.000166,0.00021899999999999998,0.0,0.00025,0.026010000000000002,0.08345,0.00266,0.555276,0.045692,1.049754,0.180909,1e-05,3.1e-05,0.001117,404.92792000000003,82.8,3.0,14.2
5,29,0.0,1303.33332,3.0,24.666666,1009.666667,0.666667,288.666664,0.0,0.766667,1.066667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,6.7e-05,0.010333,0.0001,0.000167,0.0,0.001,0.001667,0.086667,0.003167,0.496667,0.07,0.053333000000000005,0.36,7.000000000000001e-06,3.3e-05,0.000767,1333.3333300000002,2.1,7.7,90.2
6,36,0.0,796.119277,43.458946999999995,65.95966700000001,198.73345600000002,2.7,34.425,0.0,17.047632999999998,6.038608999999999,14.423353,0.02175,0.02175,2.42175,1.0365,5.55075,0.7508199999999999,1.4745,0.11175,0.0825,0.0,0.00037400000000000004,4e-06,0.002529,0.00011,0.013857,0.001053,0.001052,5e-06,0.000663,0.0,0.131165,0.005762,0.523459,0.055974,2.344505,0.549229,5e-05,5.4000000000000005e-05,0.004304,353.71457000000004,49.3,33.3,17.4
7,43,0.0,1427.514868,116.562779,70.25949399999999,585.5230280000001,8.003461999999999,26.329665000000002,0.0,32.355538,3.6192800000000003,74.010307,0.0,0.0,0.0,0.0,0.0,0.374249,0.0,0.0,0.0,0.0,0.001169,9e-06,0.003101,0.000123,0.010695,0.00213,0.000471,5e-06,0.000502,0.012157,2.661879,0.0049039999999999995,1.8795939999999998,0.185801,5.7258059999999995,1.845489,0.00011499999999999999,3.2e-05,0.007575,840.6025099999999,73.1,19.6,7.3
8,50,0.0,510.0325,53.297975,8.437031,57.7505,0.50025,0.5075,0.0,35.85525,6.245825,9.623175,0.0,0.0046,6.1339999999999995,1.21825,32.582,0.25025,4.808,0.31825,0.0,0.0,0.000185,1e-06,0.006928,4.7e-05,0.002602,0.00031099999999999997,8e-05,2e-06,8.9e-05,0.016308,0.055349,0.001971,0.155593,0.011146,0.191183,0.136898,1.4999999999999999e-05,7.000000000000001e-06,0.000916,120.75,93.1,6.5,0.4
9,51,0.0,686.78237,61.393618999999994,17.454238,504.78495899999996,5.772688,14.201001999999999,0.115625,46.450225,5.2747980000000005,8.5924,0.0,0.005866,6.101053,1.290607,45.875225,0.121875,3.9904,0.41314799999999996,0.000625,0.100625,0.000303,0.0,0.014499000000000001,0.000125,0.003626,0.00014,0.000221,4e-06,0.000175,0.08355,0.191391,0.00613,0.693199,0.05550599999999999,0.372169,0.36921,6.6e-05,1.7e-05,0.0021420000000000002,603.8283799999999,81.4,10.3,8.4
10,52,0.0,379.692886,7.568778,12.028687,35.270943,5.199375,63.506967,0.003664,2.598754,1.667731,2.534437,1.6e-05,0.0033,0.15375999999999998,0.05508,1.3706399999999999,0.00572,0.55612,0.00302,0.00011999999999999999,0.0012439999999999999,3.9e-05,1e-06,0.0013449999999999998,2.9999999999999997e-05,0.003757,0.000205,0.000254,0.0,0.00011200000000000001,0.0045899999999999995,0.110551,0.0026609999999999997,0.17613399999999999,0.043404000000000005,0.6770520000000001,0.140707,9e-06,3.5e-05,0.0008609999999999999,124.51111000000002,18.4,13.0,68.6
11,53,0.0,166.3075,15.30795,2.907813,114.1525,1.131,4.6315,0.0,11.752725,1.139075,2.1417,0.0,0.0015,1.56,0.33,11.73,0.0004,1.02,0.105,0.0,0.0,0.00018899999999999999,0.0,0.002787,2.3e-05,0.000446,0.000165,8.499999999999999e-05,0.0,0.00011,0.035584,0.111325,0.0035189999999999996,0.434355,0.085862,0.277535,0.065208,6e-06,1e-06,0.000301,138.0,82.0,6.9,11.0
12,56,0.0,134.015371,12.646535,1.8605169999999998,123.374715,5.853729,3.478068,0.0,3.189536,8.001495,1.341085,0.0,0.01125,0.7925,0.41375,3.5075,0.0,7.19125,0.2,0.0,0.005,2e-06,0.0,0.007167,1.6e-05,0.00045599999999999997,2.5e-05,2.8999999999999997e-05,0.0,5.9e-05,0.0042899999999999995,0.042041,0.004499,0.19936199999999998,0.020878,0.304433,0.035818,5e-06,0.0,8e-05,149.15641000000002,84.2,5.5,10.3
13,61,7.15,336.66999500000003,5.1523,48.811873999999996,536.912325,2.637,12.279333,1.233333,0.60355,2.416,1.558833,0.0,0.13333299999999998,1.0405,0.248333,0.35700000000000004,0.625,0.216333,0.0015,0.06666699999999999,0.566667,0.000267,0.0,0.005711,6.500000000000001e-05,0.011011,0.000653,0.000312,7.000000000000001e-06,0.001541,0.05119,0.102769,0.014428,1.5802370000000001,0.134997,0.631855,0.5927,8e-06,0.000152,0.0075060000000000005,626.3333200000001,15.9,67.2,16.9
14,68,5.3625,1613.028902,107.06441699999999,50.325722999999996,306.8415,10.225361999999999,102.576002,0.0,78.349886,12.451997,15.487092,0.0,0.009375,9.78375,2.075,73.36,0.101312,6.5275,0.6575,0.0,0.0,0.000338,7.000000000000001e-06,0.021849,9.7e-05,0.017737,0.000391,0.000251,0.0,0.001243,0.028225,0.187169,0.010270999999999999,1.0739940000000001,0.10906700000000001,0.7437699999999999,0.5787100000000001,3.4e-05,8.8e-05,0.0024739999999999996,588.30556,61.2,12.8,26.0
15,72,0.0,465.346321,38.367149,29.159446999999997,212.75764500000002,2.085188,1.126002,0.0,12.583416999999999,4.2815,15.296917,0.0,0.0,0.0,0.0,0.0,0.860667,0.0,0.0,0.0,0.0,0.00082,7.000000000000001e-06,0.0035090000000000004,0.00017900000000000001,0.008864,0.001057,0.000293,5e-06,0.0003,0.079237,0.218908,0.0076,0.6163649999999999,0.036842,0.429596,0.468524,4.6e-05,2.5e-05,0.0031739999999999997,283.37043,74.0,25.0,1.0
16,73,0.0,466.026321,38.371149,29.175447,216.38964500000003,2.089188,1.270002,0.0,12.583416999999999,4.2815,15.296917,0.0,0.0,0.0,0.0,0.0,0.860667,0.0,0.0,0.0,0.0,0.00082,7.000000000000001e-06,0.003511,0.00018,0.008868000000000001,0.001057,0.000295,5e-06,0.000302,0.080717,0.21918800000000002,0.0076040000000000005,0.6212850000000001,0.037082,0.42963599999999996,0.468804,4.6e-05,2.5e-05,0.0031739999999999997,287.37043,73.9,25.0,1.1
17,84,5.3125,1248.594775,34.526472,19.308583,124.87385,18.439354,192.967015,0.0,19.539065,7.939044,4.368591,0.0,0.01875,1.8625,0.675,17.0625,0.18768800000000002,6.9125,0.03125,0.0,0.0,0.0001,1e-06,0.015575,8.8e-05,0.005558,0.000758,0.000226,1e-06,0.000227,0.035802999999999995,1.4882879999999998,0.49706999999999996,4.436305,0.185324,0.5831850000000001,0.947189,1.2e-05,1.2e-05,0.003361,396.30337000000003,26.8,6.7,66.5
18,92,0.0,1584.49551,117.385517,3.75,42.492503,1.3125,131.206983,0.0,83.427144,14.01811,20.046015,0.0,0.01175,16.450423,3.2313330000000002,81.265089,0.0,13.254341,0.810771,0.0,0.0,4e-06,0.0,0.014213,9e-06,0.000225,1.9e-05,3.8e-05,0.0,7.5e-05,0.0,0.635497,0.30380100000000004,2.351906,0.00825,0.315311,0.358811,4e-06,3e-06,0.000225,297.10671,66.2,0.9,32.9
19,97,0.0,1054.9,30.663,49.978,665.145,13.575,143.5825,0.0,10.4425,4.6567,8.222999999999999,0.0,0.0,0.0,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0005,5e-06,0.002939,0.000152,0.010676999999999999,0.002062,0.000505,8e-06,0.00047599999999999997,0.012125,1.61575,0.304971,3.5404,0.0982,0.896025,1.27565,0.000132,4.6e-05,0.005878,890.0,26.3,19.0,54.7
20,98,0.0,4280.1,287.55,64.85,567.35,17.5,357.5,0.0,88.8715,13.127,170.6845,0.0,0.0,0.0,0.0,0.0,0.5142,0.0,0.0,0.0,0.0,0.002292,5.4000000000000005e-05,0.00925,0.000124,0.00309,0.0005650000000000001,0.000545,1e-06,0.001045,0.0,0.3142,0.01096,0.9949,0.1509,4.957275,0.7548,9.499999999999999e-05,4e-05,0.00417,1310.0,60.5,6.1,33.4
21,107,0.0,580.29,21.9245,10.5355,268.9335,8.137,84.03200000000001,0.0,6.130125,1.36725,12.950375,0.0,0.0,0.0,0.0,0.0,0.03975,0.0,0.0,0.0,0.0,0.000194,5e-06,0.005822,7e-05,0.00197,0.000165,0.000134,0.0,0.00031,0.15444000000000002,0.169019,0.039573000000000004,0.8926350000000001,0.050302,0.553642,0.20615999999999998,3.3e-05,6e-06,0.000798,396.375,34.3,7.3,58.4
22,108,0.0,727.740625,24.999625,10.211186999999999,248.594888,8.093,114.33161899999999,0.0,7.796063,2.879569,14.139238,0.0,0.0,0.0,0.0,0.0,0.0371,0.0,0.0,0.0,0.0,0.000268,5e-06,0.002845,2.4e-05,0.0010140000000000001,0.000161,0.000157,0.0,0.000264,0.009586,0.233001,0.08610599999999999,1.0045549999999999,0.037754,1.081887,0.218933,2.4e-05,6e-06,0.000833,409.5,31.1,5.6,63.2
23,109,0.0,2494.521721,154.411838,41.30387,301.48079900000005,7.3105,236.053,0.0,49.846001,22.18495,72.870253,2.4775,1.4275,5.2925,2.52,5.88,0.346454,1.785,0.08375,0.0,0.0,0.0015869999999999999,5e-06,0.011382,9.499999999999999e-05,0.006484,0.000758,0.000236,3e-06,0.00028199999999999997,0.044248,1.882182,0.222009,2.652833,0.129677,2.091421,1.140393,4.4e-05,1.3000000000000001e-05,0.0043619999999999996,757.08335,55.6,6.6,37.8
24,1734,1.84125,86.05,4.24575,0.20585,28.9355,0.3015,8.47925,0.0,3.0175,0.507025,0.72505,0.0,0.000425,0.595,0.116875,2.9393,0.0,0.4794,0.029325,0.0,0.0,0.0,0.0,0.000566,1e-06,9.2e-05,8e-06,5e-06,0.0,2e-05,0.0008619999999999999,0.005278,0.000246,0.037943,0.007918000000000001,0.681765,0.007995,1.2e-05,0.0,4.7e-05,45.75,52.4,1.1,46.5
25,6313,10.725,969.925074,61.40400699999999,48.040696999999994,441.789916,12.651199,37.514916,0.205,24.307011,9.314247,18.970842,0.015,0.19,12.25775,6.4425,17.0135,0.18,7.5815,0.50075,1.165,0.1625,0.000417,0.0,0.001274,4.4e-05,0.022765999999999998,0.00082,0.0020210000000000002,5e-06,0.00146,0.05335,0.7850590000000001,0.050439,1.838913,0.19334500000000002,5.628173,0.58449,6.4e-05,3.8e-05,0.005625,622.5242599999999,61.8,21.5,16.8
26,6320,0.0,683.579012,21.922922,50.040902,179.597179,18.762828,69.503749,0.000755,6.999005,4.911582,9.290030999999999,0.0,0.094577,1.378269,0.321467,2.5304159999999998,0.109477,1.087316,0.053638,0.016988,0.0056630000000000005,0.000458,0.0,0.0017230000000000001,2.4e-05,0.019901,0.00048600000000000005,0.000643,1.9e-05,0.0009449999999999999,0.021994,0.812139,0.054728,1.378158,0.206384,0.9465020000000001,0.583067,1.4999999999999999e-05,4.9e-05,0.003667,343.99208,29.2,29.6,41.2
27,6326,0.0,3790.18983,211.074556,113.794009,554.888634,19.083223999999998,356.564702,0.418462,88.38784100000001,28.313464,75.29890999999999,0.030619,0.387843,24.980142999999998,13.135626,34.671112,0.45036800000000005,15.289174,1.0206389999999999,2.378089,0.331708,0.00011200000000000001,0.0,0.005164,0.00010700000000000001,0.050694,0.00134,0.004006,1e-05,0.003114,0.016416999999999998,0.702104,0.086988,4.076104,0.24191500000000002,4.266178,1.458728,2.8000000000000003e-05,0.000122,0.011325,1251.19862,50.2,12.0,37.7
28,6332,15.574776000000002,969.785926,74.782328,42.266498,324.449505,0.22211799999999998,5.909783999999999,0.0,53.018825,6.371798,14.50215,0.0,0.005866,6.101053,1.290607,45.875225,0.1498,3.98915,0.41064799999999996,0.0,0.0,2.2e-05,0.0,0.011012000000000001,2.7000000000000002e-05,0.010336,0.000521,0.000195,2e-06,0.000576,0.030583999999999997,0.043473000000000005,0.00301,0.8276549999999999,0.085245,3.783379,0.39253000000000005,6.2e-05,2.3e-05,0.003199,479.72499000000005,77.7,19.5,2.7
29,6351,0.0,1277.662868,41.095073,21.930319,851.0159699999999,3.9411699999999996,202.145385,0.00056,13.609805999999999,14.160585000000001,11.477534,0.00126,0.013859999999999999,0.34271999999999997,0.09072000000000001,0.55048,0.013859999999999999,0.2716,0.042,0.00602,0.00056,0.0010630000000000001,2e-06,0.007486,7.2e-05,0.011161,0.000256,0.000256,0.0,0.001105,0.17665699999999998,0.10923599999999999,0.002372,0.812398,0.092369,4.068098,0.323173,9.7e-05,2.5e-05,0.001134,1129.4972699999998,29.2,6.9,63.9
30,6363,0.0,291.90986200000003,1.32,38.343466,610.601494,0.0,30.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,1.9e-05,0.000614,0.001056,0.00033,1e-06,0.000132,0.0066,0.741409,0.00066,1.152717,0.071479,0.30329,0.5808,0.00010700000000000001,1.8e-05,0.002679,680.62496,4.1,53.5,42.4
31,6371,0.0,422.40400999999997,29.540608000000002,13.030389,205.052313,8.693337,28.390203999999997,0.01,8.854771000000001,12.304921,7.611041999999999,0.0,0.008,2.2625,0.8625,6.7405,0.0275,9.7565,0.4045,0.0,0.0075,0.000547,0.0,0.0029170000000000003,5.2000000000000004e-05,0.003711,0.000234,0.000167,0.0,0.0009289999999999999,0.07900800000000001,0.399389,0.009406,0.7921819999999999,0.094153,0.21578000000000003,0.284564,8e-06,8e-06,0.002102,287.00452,61.6,12.1,26.3
32,6388,0.0,175.87,2.36432,3.22795,15.13967,0.5848,34.7672,0.0,0.633638,0.197964,1.2511139999999998,0.0,0.0,0.0,0.0,0.0,0.003604,0.0,0.0,0.0,0.0,8.499999999999999e-05,0.0,0.000344,2.5e-05,0.001392,1.9e-05,4.4e-05,0.0,0.000131,0.019056,0.025817000000000003,0.0010119999999999999,0.124198,0.007812,0.021099,0.048092,1e-06,4e-06,0.00016299999999999998,56.066669999999995,12.3,7.5,80.3
33,6393,0.0,537.832473,0.528,1.934125,248.132575,1.085125,131.049645,0.0,0.0342,0.034638,0.005688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018600000000000002,0.0,0.000455,5.4000000000000005e-05,0.000701,5.6999999999999996e-05,0.000197,0.0,0.000129,0.103749,0.659467,0.304084,2.6431560000000003,0.024686000000000003,0.364641,0.337648,6e-06,3e-06,6.2e-05,385.47869,0.9,1.4,97.7
34,6394,0.0,815.368723,1.0,21.3,991.1,12.0,178.994483,0.0,0.33,0.456,0.168,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.000276,0.0,0.00125,0.000236,0.00225,0.00098,0.00085,1e-06,0.00045999999999999996,0.305,1.403622,0.305651,4.371281,0.1245,0.556811,0.921811,9.2e-05,2e-05,0.0030800000000000003,1204.6036900000001,1.1,10.5,88.4
35,6451,0.0,977.6872480000001,33.721848,50.835888,668.58797,18.358543,115.381294,0.0004,9.315623,5.817843,13.276501000000001,0.51141,1.64955,4.55328,1.41885,3.80816,0.05074,0.518564,0.104154,0.0043,0.0004,0.005016,1e-06,0.011332,0.0006889999999999999,0.014697,0.001377,0.00067,1e-06,0.001295,0.142294,1.478475,0.016287,3.091039,0.356704,2.390791,0.926794,8.1e-05,6.3e-05,0.006670999999999999,903.61552,31.3,21.0,47.7
36,6459,0.0,331.52,2.0638,17.51125,1906.174,16.572,59.758,0.0,0.0818,0.9159999999999999,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001757,0.0,0.002216,0.000396,0.006196,0.000536,0.0007,0.0,0.0018789999999999998,0.19224000000000002,0.36425799999999997,0.008043999999999999,3.1657599999999997,0.270546,0.78464,0.35912,4.4e-05,8e-06,0.0026260000000000003,2007.0,5.7,21.4,73.0
37,6480,4.29,2614.460647,191.564563,175.373221,1170.780183,18.756408,42.514354,0.033197000000000004,98.868096,37.771987,40.212956,0.07469400000000001,0.8316290000000001,34.691798999999996,8.344367,103.265957,0.821629,30.458234,3.179786,0.356869,0.033197000000000004,0.003172,1e-06,0.022009,0.000234,0.110989,0.00251,0.001284,3e-06,0.005184,0.072398,0.414963,0.015493999999999999,4.557435,0.296155,4.985692,1.777827,0.000139,0.00010800000000000001,0.010004,1611.11248,66.4,27.0,6.6
38,6489,15.574776000000002,2109.248964,177.542586,89.128196,719.2252030000001,5.9464120000000005,14.387227,0.418462,95.015277,22.784213,46.496044,0.030619,0.39370900000000003,31.081196000000002,14.426232999999998,80.546336,0.36743000000000003,19.278323999999998,1.431287,2.378089,0.331708,0.001145,0.0,0.013563999999999998,0.00011599999999999999,0.042057,0.001204,0.003715,1e-05,0.002471,0.262264,0.17151,0.012155,2.793751,0.18243399999999999,7.713725999999999,0.987675,5.9999999999999995e-05,7.3e-05,0.010112000000000001,1031.32895,79.4,17.7,2.9
39,6497,7.425,744.3175,44.1092,61.36975,401.66375,2.3155,12.581,0.0,25.289475,5.336675,12.426825,0.0,0.002125,2.975,0.584375,14.6965,0.214,2.397,0.146625,0.0,0.0,1e-06,0.0,0.0034189999999999997,4.1e-05,0.015707,0.0007,0.000223,3e-06,0.0009400000000000001,0.008678,0.071488,0.002792,1.028058,0.0702,0.277138,0.634835,3.4e-05,3.4e-05,0.004539,534.25,57.3,35.4,7.3
40,6504,0.0,1993.226316,142.956649,146.36861299999998,705.368709,4.9586879999999995,31.540502000000004,0.0216,43.445425,16.19901,69.7705,0.79935,2.94595,19.6952,5.51795,26.9464,0.7304,11.0661,1.73595,0.2322,0.0216,0.001616,1.6e-05,0.0077,0.000169,0.071212,0.001614,0.000727,4e-06,0.003061,0.098342,1.380213,0.010645,2.437039,0.18745699999999998,1.9262119999999998,1.7636599999999998,7.8e-05,8.2e-05,0.011072,1039.7037599999999,64.4,29.3,6.3
41,6505,0.0,3424.378225,243.28970800000002,175.65724699999998,736.350108,14.168915,130.866063,0.82,103.284571,38.812719,75.858231,0.06,0.7675,49.695,26.01,74.765,0.72,32.725,2.0125,4.66,0.65,0.000671,0.0,0.011979,0.00014099999999999998,0.080858,0.002582,0.007272,2e-05,0.003783,0.191628,1.0846799999999999,0.32871500000000003,7.025434,0.362568,11.5952,2.264671,5.9e-05,0.00014199999999999998,0.020534999999999998,1359.3648,64.1,20.6,15.3
42,6559,0.0,879.114723,25.02216,13.3718,75.98116,58.4686,149.735663,0.0,3.89296,5.34706,11.1753,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,0.0,0.0,7.900000000000001e-05,0.0,0.000286,3e-06,0.009547,0.00067,6.6e-05,0.0,7.2e-05,0.00045700000000000005,0.795678,0.308299,4.3332809999999995,0.267311,0.44086400000000003,0.529934,2e-06,3e-06,0.000772,264.80369,25.7,6.1,68.2
43,6563,110.205278,778.916786,0.07811799999999999,0.312473,566.450705,0.07811799999999999,2.8122599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,3.1e-05,1.2e-05,7.8e-05,8e-06,3.1e-05,0.0,3.9e-05,0.028904000000000003,0.023985,0.00038700000000000003,0.096086,0.038314999999999995,3.668826,0.035223000000000004,5.6999999999999996e-05,1e-06,0.0,693.26137,5.3,9.5,85.2
44,6577,0.0,286.275,0.3031,5.7186,257.8615,1.25,64.7675,0.0,0.0166,0.01889,0.03285,0.0,0.0,0.0,0.0,0.0,0.00301,0.0,0.0,0.0,0.0,5e-06,0.0,0.00014,4.2e-05,0.000776,0.000269,0.000126,0.0,0.00011899999999999999,0.032755,0.48649499999999996,0.145655,1.76705,0.037492000000000004,0.23555,0.30515,2.5e-05,4e-06,0.000731,330.0,1.0,8.0,91.0
45,6578,110.925,1164.75,0.0,4.8,1382.725,9.5,91.75,0.0,0.26125,0.361,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021899999999999998,0.0,0.00095,0.000176,0.002225,0.000642,0.000575,0.0,0.00048499999999999997,0.2375,0.561,0.152425,2.8715,0.157,0.18575,0.433,1e-05,8e-06,0.0015550000000000002,1600.0,0.0,5.0,95.0
46,6592,53.94055899999999,383.50290099999995,0.051917,0.20767,154.537649,0.051917,1.869027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,2.1e-05,8e-06,5.2000000000000004e-05,5e-06,2.1e-05,0.0,2.6000000000000002e-05,0.019209,0.0036340000000000005,0.000213,0.067088,0.0031149999999999997,0.002134,0.011709,1e-06,1e-06,0.0,213.41611,5.3,9.5,85.2
47,6600,211.903571,2073.4483809999997,18.780410999999997,18.443881,1730.5419219999999,84.289028,86.872499,0.0,1.570699,6.897923,6.1989410000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018899999999999999,0.0,0.0019210000000000002,0.00021600000000000002,0.014122999999999998,0.000908,0.000542,0.0,0.000627,0.275325,0.417372,0.012697,4.262297,0.43895,0.122047,0.512413,8e-06,8e-06,0.001837,2084.44666,28.6,12.5,58.9
48,6608,1.60875,2154.9916670000002,160.90166499999998,108.066801,807.980241,18.758574,66.848732,0.418462,76.62143,25.490036,45.116549,0.030619,0.39159299999999997,30.425143,14.279376000000001,61.371862,0.36743000000000003,21.118924,1.2793889999999999,2.378089,0.331708,0.000375,0.0,0.006422,0.00025699999999999996,0.041089,0.0012380000000000002,0.00406,1e-05,0.002353,0.127996,0.34001,0.01707,3.6270849999999997,0.25908200000000003,5.6615519999999995,1.219983,3.6e-05,0.000121,0.016582,1168.89796,67.4,20.1,12.4
49,6609,0.0,3168.702586,137.69825,120.69509099999999,1519.207192,11.190112,356.524283,0.418462,60.633539,21.141637,41.376182,0.030619,0.389343,27.080143,13.548126000000002,45.045111999999996,0.36743000000000003,16.981174,1.124139,2.378089,0.331708,0.00015800000000000002,0.0,0.003743,0.000162,0.052321000000000006,0.0013,0.004,1e-05,0.003136,0.040034,0.612495,0.036777,3.058894,0.306684,11.082756,1.4098700000000002,0.000129,0.000125,0.012392,2164.13536,39.4,15.3,45.3
50,6618,0.0,445.8775,24.93175,4.47375,353.80325,9.06,50.65,0.0,10.043188,1.690475,12.183513,0.0,0.0007,0.98,0.1925,4.8412,0.033125,0.7896,0.0483,0.0,0.0,0.00020299999999999997,4e-06,0.002039,5.6999999999999996e-05,0.0021260000000000003,0.000205,0.000162,0.0,0.001292,0.02745,0.057054999999999995,0.00193,0.9431879999999999,0.117452,2.86517,0.094885,5.1e-05,3e-06,0.000763,449.75,50.4,4.0,45.5
51,6630,0.0,1042.496122,62.44149,6.617511,442.345988,14.841026999999999,113.760733,0.0,43.955502,5.755502,9.23,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.004109000000000001,0.0,0.004991,0.000129,0.0028539999999999998,0.000269,0.000544,1e-06,0.000978,0.05855,0.34096,0.06236799999999999,2.353256,0.09092,0.52036,0.253805,5.3e-05,9e-06,0.001405,645.50229,53.9,2.5,43.6
52,6637,0.0,473.09918700000003,38.865108,9.394129,242.63339900000003,6.550167,21.802094,0.0,26.657286,3.5013699999999996,6.027335,0.0,0.00125,1.3,0.275,9.775,0.162625,0.85,0.0875,0.0,0.0,0.000388,1e-06,0.004789,0.00011499999999999999,0.003365,0.000264,0.000266,1e-06,0.000471,0.10409600000000001,0.155375,0.005627,1.1062100000000001,0.075796,3.904707,0.182739,7.900000000000001e-05,6e-06,0.001405,329.52867000000003,73.7,7.9,18.4
53,6654,0.0,249.595,10.094610000000001,6.77375,587.879,10.6785,32.136753000000006,0.0,5.534338,2.2157,1.6712,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0,9.8e-05,0.0,0.005607,0.000155,0.003117,0.00039,0.000302,0.0,0.00036,0.15463,0.21899200000000002,0.004896,1.20938,0.062016999999999996,0.25636,0.18484,3.4e-05,4e-06,0.001379,648.75,36.9,11.0,52.2
54,6666,0.0,2501.129141,165.16738600000002,150.79118400000002,622.7691940000001,7.851998,101.872964,0.0,88.098349,42.537189,27.487916,0.0,0.009875,13.859173,2.728208,68.345089,0.323613,11.291841,0.682646,0.0,0.0,0.00041799999999999997,0.000133,0.054672000000000005,0.000173,0.07887000000000001,0.000842,0.000519,2.8000000000000003e-05,0.0030440000000000003,0.08795,0.224859,0.008429,2.565297,0.241912,5.975772,0.24939299999999998,0.00028700000000000004,0.000349,0.007653,1060.61598,59.5,24.2,16.3
